goals,yellowCards,redCards,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,successfulDribbles,successfulDribblesPercentage,tackles,assists,accuratePassesPercentage,totalDuelsWon,totalDuelsWonPercentage,minutesPlayed,wasFouled,fouls,dispossessed,appearances,saves,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,highClaims,successfulRunsOut,punches,runsOut,accurateFinalThirdPasses,bigChancesCreated,accuratePasses,keyPasses,accurateCrosses,accurateCrossesPercentage,accurateLongBalls,accurateLongBallsPercentage,interceptions,clearances,dribbledPast,bigChancesMissed,totalShots,shotsOnTarget,blockedShots,goalConversionPercentage,hitWoodwork,offsides,expectedGoals,errorLeadToGoal,errorLeadToShot,passToAssist,player,team,player id,team id,Year
0,0,0,11,50.0,4,57.14,2,50.0,7,0,80.0,15,51.72,188,2,2,4,6,0,0,0,2,0,0,0,0,0,14,0,64,3,2,50.0,3,75.0,1,5,4,0,2,1,0,0.0,0,0,0.08,0,0,0,Jorge Sánchez,FC Porto,832868,3002,23/24
0,2,0,13,52.0,13,65.0,2,100.0,9,0,71.85,26,57.78,417,2,6,2,6,0,0,0,10,2,0,0,0,0,24,1,97,3,4,44.44,8,34.78,4,13,4,0,3,1,1,0.0,0,0,0.07,0,0,0,Milan Rodić,FK Crvena zvezda,77678,5149,23/24
0,1,0,8,47.06,3,42.86,0,0.0,6,0,85.71,11,45.83,270,2,4,0,3,0,0,0,5,0,0,0,0,0,14,0,150,1,0,0.0,16,69.57,3,9,5,0,1,0,0,0.0,0,0,0.03,1,0,0,Robin Knoche,1. FC Union Berlin,130433,2547,23/24
0,0,0,5,33.33,2,40.0,3,42.86,2,0,82.35,7,35.0,190,0,3,1,3,0,0,0,1,1,0,0,0,0,22,1,70,2,0,0.0,3,60.0,4,2,2,0,1,1,0,0.0,0,0,0.02,0,0,0,Mauro Júnior,PSV Eindhoven,893499,2952,23/24
0,0,0,13,52.0,5,55.56,0,0.0,5,0,85.71,18,52.94,373,9,5,3,6,0,0,0,9,1,0,0,0,0,25,0,120,0,0,0.0,6,66.67,1,3,2,0,1,0,0,0.0,0,0,0.01,0,0,0,Djibril Sow,Sevilla,799054,2833,23/24
2,1,0,12,32.43,8,42.11,5,50.0,4,0,72.09,20,35.71,403,3,5,8,8,0,0,0,7,0,0,0,0,0,25,0,62,2,1,50.0,1,100.0,1,3,7,4,15,8,3,13.33,1,5,2.84,0,0,0,Benjamin Šeško,RB Leipzig,986397,36360,23/24
0,2,0,4,44.44,3,100.0,0,0.0,2,0,78.95,7,58.33,120,2,4,0,4,0,0,0,6,0,0,0,0,0,7,0,45,1,1,20.0,1,33.33,2,3,1,0,0,0,0,0.0,0,0,,0,0,0,Massadio Haïdara,RC Lens,143344,1648,23/24
0,0,0,6,60.0,2,40.0,0,0.0,3,0,83.33,8,53.33,146,3,2,0,4,0,0,0,1,1,0,0,0,0,8,0,30,1,0,0.0,0,0.0,1,0,0,2,5,2,1,0.0,1,1,1.1,0,0,0,Nene Dorgeles,Red Bull Salzburg,1102788,2046,23/24
0,1,0,6,46.15,7,50.0,2,66.67,4,0,88.21,13,48.15,360,0,1,0,4,0,0,0,8,0,0,0,0,0,20,0,187,1,0,0.0,11,50.0,1,16,5,0,3,0,2,0.0,0,0,0.27,0,1,0,José Fonte,Sporting Braga,27622,2999,23/24
0,1,0,7,63.64,9,64.29,1,100.0,4,0,91.86,16,64.0,298,2,2,1,4,0,0,0,9,2,0,0,0,0,12,0,271,0,0,0.0,7,46.67,4,12,1,0,2,1,0,0.0,0,0,0.12,0,0,0,Cameron Carter-Vickers,Celtic,795972,2352,23/24
0,0,0,10,62.5,1,50.0,1,50.0,9,0,78.95,11,61.11,277,0,1,0,4,0,0,0,6,0,0,0,0,0,9,0,60,2,0,0.0,3,37.5,5,4,4,0,1,0,0,0.0,0,0,0.03,0,0,0,Nicolas Seiwald,RB Leipzig,976575,36360,23/24
1,0,0,7,36.84,5,62.5,1,33.33,5,0,60.0,12,44.44,233,1,2,4,5,0,0,0,4,1,0,0,0,0,11,1,27,3,1,33.33,1,25.0,0,0,4,1,2,2,0,50.0,0,2,0.68,0,1,0,Kevin Volland,1. FC Union Berlin,117373,2547,23/24
0,0,0,8,47.06,6,66.67,1,50.0,3,0,75.0,14,53.85,117,5,3,2,6,0,0,0,6,0,0,0,0,0,13,0,33,1,0,0.0,4,80.0,3,2,3,3,6,0,2,0.0,1,0,0.83,0,0,0,Christoph Baumgartner,RB Leipzig,825956,36360,23/24
0,2,0,25,62.5,9,75.0,4,80.0,15,0,80.68,34,65.38,540,7,7,3,6,0,0,0,12,3,0,0,0,0,58,0,284,1,0,0.0,15,36.59,4,12,4,0,1,0,0,0.0,0,0,0.06,0,0,0,Alistair Johnston,Celtic,984419,2352,23/24
0,0,0,18,50.0,5,62.5,8,88.89,2,0,79.83,23,52.27,310,9,5,5,6,0,0,0,6,1,0,0,0,0,25,0,95,1,0,0.0,0,0.0,5,2,7,0,1,0,0,0.0,0,0,0.03,0,0,0,Paulo Bernardo,Celtic,983554,2352,23/24
0,0,0,14,51.85,4,57.14,2,66.67,7,0,90.04,18,52.94,348,5,4,3,7,0,0,0,4,0,0,0,0,0,39,1,217,1,0,0.0,12,85.71,1,1,5,0,1,0,0,0.0,0,0,0.14,2,1,0,Oriol Romeu,Barcelona,69416,2817,23/24
1,1,0,12,33.33,7,50.0,4,33.33,7,0,68.37,19,38.0,230,1,3,7,5,0,0,0,5,0,0,0,0,0,23,0,67,3,2,12.5,4,44.44,2,3,6,1,3,1,2,33.33,0,0,0.15,0,0,0,Tetê,Galatasaray,980327,3061,23/24
0,0,0,2,28.57,3,27.27,0,0.0,2,1,63.64,5,27.78,143,0,1,4,6,0,0,0,2,1,0,0,0,0,13,1,21,1,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,1,,0,0,0,Orri Steinn Óskarsson,FC København,1026015,1284,23/24
0,1,0,24,47.06,5,83.33,4,40.0,15,1,79.84,29,50.88,320,6,2,4,6,0,0,0,9,1,0,0,0,0,26,1,103,2,1,11.11,4,33.33,2,4,15,0,0,0,0,0.0,0,0,,0,0,0,Juanlu Sánchez,Sevilla,1010655,2833,23/24
0,1,0,6,40.0,5,71.43,2,33.33,3,1,48.48,11,50.0,108,1,2,2,4,0,0,0,2,0,0,0,0,0,8,0,16,2,0,0.0,1,33.33,1,0,1,1,3,1,1,0.0,0,0,0.47,0,0,0,Jean-Philippe Krasso,FK Crvena zvezda,940328,5149,23/24
0,0,0,5,38.46,2,16.67,0,0.0,2,1,79.41,7,28.0,121,3,2,1,6,0,0,0,4,0,0,0,0,0,10,1,27,1,0,0.0,1,50.0,2,0,4,0,1,0,0,0.0,0,0,0.07,0,0,0,Barış Alper Yılmaz,Galatasaray,904096,3061,23/24
0,0,0,1,50.0,0,0.0,0,0.0,0,0,83.33,1,50.0,13,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5,1,1,100.0,0,0.0,0,0,1,0,0,0,0,0.0,0,0,,0,0,0,Chaka Traorè,Milan,1099371,2692,23/24
0,0,0,1,33.33,0,0.0,0,0.0,0,0,100.0,1,33.33,25,1,0,2,1,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,,0,0,0,Oleksiy Kashchuk,Shakhtar Donetsk,880229,3313,23/24
0,0,0,1,50.0,0,0.0,0,0.0,1,0,66.67,1,50.0,20,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0.0,1,100.0,0,0,0,0,0,0,0,0.0,0,0,,0,0,0,Łukasz Łakomy,Young Boys,1001201,2445,23/24
0,0,0,2,33.33,1,100.0,1,100.0,1,0,88.89,3,42.86,20,0,2,2,2,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0.0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,,0,0,0,Giovanni Reyna,Borussia Dortmund,989056,2673,23/24
0,1,0,0,0.0,1,33.33,0,0.0,0,0,94.55,1,20.0,58,0,2,0,2,0,0,0,0,0,0,0,0,0,3,0,52,1,0,0.0,1,33.33,0,0,0,0,0,0,0,0.0,0,0,,0,0,0,Çağlar Söyüncü,Atlético Madrid,758608,2836,23/24
0,1,0,1,9.09,2,50.0,1,100.0,0,0,72.34,3,20.0,100,0,6,4,2,0,0,0,2,0,0,0,0,0,17,0,34,3,0,0.0,1,100.0,2,0,0,0,0,0,0,0.0,0,0,,0,0,0,Hamed Junior Traorè,Napoli,892924,2714,23/24
0,1,0,2,33.33,1,100.0,0,0.0,1,0,94.81,3,42.86,180,2,1,1,2,0,0,0,5,0,0,0,0,0,10,0,146,0,0,0.0,12,92.31,0,8,2,0,0,0,0,0.0,0,0,,0,0,0,Nicolò Casale,Lazio,862697,2699,23/24
0,0,0,4,57.14,0,0.0,1,100.0,1,0,100.0,4,50.0,38,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0.0,0,0.0,1,0,0,0,0,0,0,0.0,0,0,,0,0,0,Gonçalo Borges,FC Porto,979221,3002,23/24
0,1,0,8,36.36,1,25.0,0,0.0,7,0,78.0,9,34.62,186,1,4,5,3,0,0,0,2,1,0,0,0,0,14,1,39,1,1,25.0,0,0.0,2,0,1,0,1,1,0,0.0,0,1,0.26,0,0,0,Erik Lamela,Sevilla,122702,2833,23/24
0,0,0,1,25.0,0,0.0,1,50.0,0,0,82.76,1,20.0,55,0,1,1,2,0,0,0,3,0,0,0,0,0,12,0,24,1,1,33.33,2,66.67,0,0,0,0,2,0,1,0.0,1,0,0.15,0,0,0,Pizzi,Sporting Braga,77725,2999,23/24
0,0,0,10,66.67,0,0.0,2,66.67,6,0,78.13,10,66.67,69,2,0,3,4,0,0,0,1,0,0,0,0,0,11,0,25,0,0,0.0,1,50.0,0,0,1,1,1,0,0,0.0,0,0,0.13,0,0,0,Jesper Lindstrøm,Napoli,947929,2714,23/24
0,1,0,9,37.5,8,72.73,1,100.0,7,0,87.94,17,48.57,313,1,9,1,4,0,0,0,7,2,0,0,0,0,8,0,124,1,0,0.0,15,75.0,6,9,6,1,2,1,1,0.0,0,0,0.07,0,0,0,Aurèle Amenda,Young Boys,999276,2445,23/24
0,2,0,6,27.27,3,50.0,0,0.0,6,0,81.36,9,32.14,293,0,11,1,4,0,0,0,5,0,0,0,0,0,14,1,96,1,0,0.0,3,50.0,2,2,4,0,2,0,0,0.0,0,0,0.05,0,0,0,Rani Khedira,1. FC Union Berlin,149479,2547,23/24
0,0,0,2,16.67,1,50.0,0,0.0,1,0,57.89,3,21.43,57,1,1,2,3,0,0,0,1,0,0,0,0,0,5,0,11,0,0,0.0,1,33.33,1,1,7,0,1,1,0,0.0,0,0,0.04,0,0,0,Miguel Changa Chaiwa,Young Boys,1192550,2445,23/24
0,0,0,2,50.0,0,0.0,0,0.0,1,0,92.68,2,33.33,58,1,0,1,5,0,0,0,0,0,0,0,0,0,11,0,38,0,0,0.0,1,50.0,0,1,0,0,1,0,1,0.0,0,0,0.04,0,0,0,Chiquinho,Benfica,584124,3006,23/24
0,0,0,7,43.75,4,66.67,3,100.0,2,0,76.71,11,50.0,153,2,3,1,2,0,0,0,3,1,0,0,0,0,22,0,56,1,1,20.0,0,0.0,3,2,5,0,2,1,0,0.0,0,0,0.04,0,0,0,Sergio Reguilón,Manchester United,858195,35,23/24
0,0,0,1,33.33,1,100.0,0,0.0,0,0,75.0,2,50.0,21,1,1,0,1,0,0,0,0,0,0,0,0,0,3,0,12,1,0,0.0,0,0.0,0,0,1,0,1,0,1,0.0,0,0,0.03,0,0,0,Gianluca Gaetano,Napoli,902019,2714,23/24
0,0,0,0,0.0,1,50.0,0,0.0,0,0,84.0,1,33.33,63,0,0,0,2,0,0,0,1,0,0,0,0,0,6,0,21,0,0,0.0,0,0.0,0,0,1,0,1,0,0,0.0,1,0,0.02,0,0,0,Mohamed Elneny,Arsenal,159675,42,23/24
0,0,0,7,50.0,0,0.0,4,57.14,2,0,84.21,7,33.33,100,1,1,3,4,0,0,0,1,0,0,0,0,0,8,0,16,2,0,0.0,1,100.0,0,1,0,0,1,1,0,0.0,0,1,0.01,0,0,0,Umar Sadiq,Real Sociedad,754710,2824,23/24
0,0,0,2,28.57,7,70.0,2,66.67,0,0,65.71,9,52.94,108,1,1,3,6,0,0,0,3,1,0,0,0,0,15,0,23,2,0,0.0,0,0.0,0,3,0,2,7,1,0,0.0,0,4,0.79,0,0,0,Silvère Ganvoula,Young Boys,787448,2445,23/24
0,2,0,12,46.15,10,55.56,0,0.0,11,0,85.71,22,50.0,430,1,12,0,5,0,0,0,7,1,0,0,0,0,12,0,228,0,0,0.0,9,37.5,4,15,2,0,0,0,0,0.0,0,0,,0,0,0,Juan Jesus,Napoli,108484,2714,23/24
0,0,0,0,0.0,2,100.0,0,0.0,0,0,74.21,2,50.0,450,0,0,0,5,16,12,4,13,2,6,1,0,1,6,0,141,0,0,0.0,45,48.91,0,0,2,0,0,0,0,0.0,0,0,,2,0,0,Jean Butez,Royal Antwerp FC,599114,2889,23/24
0,0,0,9,37.5,2,14.29,4,50.0,2,0,76.0,11,28.95,237,3,7,3,5,0,0,0,3,0,0,0,0,0,17,0,38,3,0,0.0,1,100.0,3,4,2,2,11,3,3,0.0,0,2,1.84,0,0,0,Karim Konaté,Red Bull Salzburg,1139103,2046,23/24
0,1,0,12,40.0,3,50.0,4,44.44,4,0,72.41,15,41.67,209,4,3,7,4,0,0,0,6,1,0,0,0,0,11,0,42,1,0,0.0,0,0.0,3,0,4,0,0,0,0,0.0,0,0,,0,0,0,Yang Hyun-Jun,Celtic,1103531,2352,23/24
0,0,0,4,26.67,0,0.0,0,0.0,3,0,80.77,4,25.0,78,1,4,6,4,0,0,0,0,0,0,0,0,0,11,0,21,1,0,0.0,1,100.0,0,0,1,0,3,0,1,0.0,0,0,0.16,0,0,0,Forson Amankwah,Red Bull Salzburg,1113141,2046,23/24
0,0,0,1,33.33,0,0.0,0,0.0,1,0,91.11,1,33.33,100,0,0,0,3,0,0,0,1,0,0,0,0,0,4,0,41,1,0,0.0,6,85.71,1,0,0,0,0,0,0,0.0,0,1,,0,0,0,Álvaro Odriozola,Real Sociedad,353250,2824,23/24
0,0,0,9,52.94,7,53.85,0,0.0,5,0,78.16,16,53.33,260,4,1,2,3,0,0,0,3,2,0,0,0,0,9,0,68,0,1,100.0,5,41.67,1,11,5,0,0,0,0,0.0,0,0,,0,0,0,Danilho Doekhi,1. FC Union Berlin,830803,2547,23/24
0,0,0,4,80.0,0,0.0,0,0.0,3,0,78.26,4,80.0,61,1,0,0,3,0,0,0,2,1,0,0,0,0,3,0,18,0,0,0.0,2,100.0,0,2,1,0,0,0,0,0.0,0,0,,0,0,0,Tomoki Iwata,Celtic,794520,2352,23/24
0,2,0,16,55.17,0,0.0,0,0.0,8,0,83.89,16,51.61,373,8,5,3,6,0,0,0,8,1,0,0,0,0,22,0,125,2,0,0.0,1,11.11,7,6,4,0,0,0,0,0.0,0,0,,0,0,0,Nampalys Mendy,RC Lens,123166,1648,23/24
0,0,0,6,35.29,0,0.0,2,33.33,3,1,84.62,6,33.33,204,1,1,2,5,0,0,0,3,0,0,0,0,0,32,1,66,2,1,20.0,1,33.33,1,1,4,0,3,0,2,0.0,0,2,0.08,0,0,0,Luka Ivanušec,Feyenoord,822462,2959,23/24
0,1,0,13,61.9,1,20.0,1,33.33,7,0,79.73,14,53.85,164,5,3,2,6,0,0,0,2,1,0,0,0,0,16,0,59,0,0,0.0,2,50.0,2,2,2,0,0,0,0,0.0,0,0,,0,0,0,Jens Cajuste,Napoli,857671,2714,23/24
0,0,0,5,41.67,0,0.0,2,33.33,2,0,73.33,5,41.67,43,1,1,0,2,0,0,0,0,0,0,0,0,0,1,0,11,1,0,0.0,0,0.0,2,0,2,0,0,0,0,0.0,0,0,,0,0,0,Elliot Anderson,Newcastle United,994546,39,23/24
0,0,0,0,0.0,1,50.0,0,0.0,0,0,89.74,1,33.33,54,0,0,0,3,0,0,0,1,0,0,0,0,0,3,0,35,0,0,0.0,1,33.33,0,1,0,0,0,0,0,0.0,0,0,,0,0,0,Nordi Mukiele,Paris Saint-Germain,780014,1644,23/24
0,0,0,2,40.0,1,50.0,1,33.33,1,0,80.0,3,42.86,22,0,0,1,4,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0.0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,,0,0,0,Youssoufa Moukoko,Borussia Dortmund,997006,2673,23/24
0,2,0,8,50.0,3,30.0,0,0.0,7,0,90.8,11,42.31,360,1,8,0,4,0,0,0,5,2,0,0,0,0,6,0,158,0,0,0.0,7,43.75,5,18,2,0,0,0,0,0.0,0,0,,1,1,0,Valeriy Bondar,Shakhtar Donetsk,904850,3313,23/24
0,0,0,4,44.44,0,0.0,2,66.67,0,0,94.74,4,30.77,115,2,2,1,4,0,0,0,3,0,0,0,0,0,9,0,18,1,0,0.0,2,66.67,0,0,1,1,4,0,0,0.0,1,1,0.9,0,0,0,Jovan Mijatović,FK Crvena zvezda,1146136,5149,23/24
0,0,0,3,33.33,0,0.0,0,0.0,2,0,86.49,3,25.0,97,1,3,3,2,0,0,0,4,0,0,0,0,0,7,0,32,0,0,0.0,2,50.0,1,0,0,0,4,1,2,0.0,0,0,0.47,0,0,0,Mason Mount,Manchester United,836694,35,23/24
0,0,0,4,50.0,0,0.0,0,0.0,4,0,87.5,4,40.0,98,0,0,0,2,0,0,0,1,0,0,0,0,0,3,0,35,1,0,0.0,1,50.0,2,0,4,1,2,1,1,0.0,0,0,0.16,0,0,0,Patrick van Aanholt,PSV Eindhoven,74577,2952,23/24
0,1,0,5,41.67,0,0.0,2,40.0,2,0,86.46,5,41.67,160,1,2,0,4,0,0,0,3,1,0,0,0,0,18,0,83,0,1,20.0,2,33.33,3,4,2,0,2,0,1,0.0,0,0,0.04,0,0,0,Luca Pellegrini,Lazio,826186,2699,23/24
0,0,0,3,33.33,0,0.0,1,50.0,0,0,66.67,3,33.33,34,2,3,1,3,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0.0,0,0.0,0,0,1,0,1,1,0,0.0,0,0,0.02,0,0,0,Tiago Gouveia,Benfica,976410,3006,23/24
0,0,0,10,58.82,2,66.67,1,33.33,8,0,83.51,12,60.0,343,1,2,0,5,0,0,0,5,0,0,0,0,0,22,0,157,0,0,0.0,9,42.86,2,6,3,0,0,0,0,0.0,0,0,,0,0,0,Elseid Hysaj,Lazio,136322,2699,23/24
0,0,0,4,28.57,2,50.0,1,50.0,2,0,81.58,6,33.33,185,1,5,3,5,0,0,0,2,1,0,0,0,0,11,0,31,2,0,0.0,1,50.0,0,1,1,1,4,2,0,0.0,0,1,0.22,0,0,0,Guus Til,PSV Eindhoven,845798,2952,23/24
0,1,0,12,41.38,8,72.73,2,40.0,5,0,75.96,20,50.0,358,5,6,0,5,0,0,0,6,1,0,0,0,0,20,0,79,3,0,0.0,2,40.0,1,5,8,1,4,1,1,0.0,0,0,0.19,0,0,0,Janik Haberer,1. FC Union Berlin,168985,2547,23/24
0,0,0,10,47.62,4,66.67,2,50.0,1,0,75.0,14,51.85,108,7,4,3,5,0,0,0,7,1,0,0,0,0,4,0,12,0,0,0.0,0,0.0,0,1,2,0,3,1,1,0.0,0,1,0.15,0,0,0,Hyun-gyu Oh,Celtic,1010634,2352,23/24
1,0,0,18,41.86,1,25.0,4,22.22,4,0,82.19,19,40.43,300,11,2,7,6,0,0,0,9,2,0,0,0,0,9,0,60,3,1,20.0,5,100.0,5,0,2,3,8,3,2,12.5,0,1,1.0,0,0,0,Alejandro Garnacho,Manchester United,1135873,35,23/24
0,0,0,2,33.33,6,54.55,0,0.0,2,0,60.0,8,47.06,47,0,3,0,3,0,0,0,1,0,0,0,0,0,3,0,15,0,0,0.0,2,66.67,0,1,0,0,0,0,0,0.0,0,0,,0,0,0,Marko Grujić,FC Porto,280835,3002,23/24
0,0,0,5,38.46,0,0.0,2,28.57,2,0,87.72,5,38.46,113,1,0,3,3,0,0,0,1,0,0,0,0,0,15,0,50,0,0,0.0,2,100.0,2,0,0,0,0,0,0,0.0,0,0,,0,0,0,David Pereira da Costa,RC Lens,1023091,1648,23/24
0,2,0,3,42.86,4,40.0,0,0.0,2,0,91.97,7,41.18,269,1,2,1,3,0,0,0,6,0,0,0,0,0,5,0,126,0,0,0.0,10,76.92,3,5,1,0,0,0,0,0.0,0,0,,0,0,0,Fábio Cardoso,FC Porto,252815,3002,23/24
0,0,0,0,0.0,1,100.0,0,0.0,0,0,82.05,1,20.0,42,0,1,0,3,0,0,0,1,0,0,0,0,0,16,0,32,1,5,41.67,1,25.0,0,1,3,0,0,0,0,0.0,0,0,,0,0,0,Christian Sørensen,FC København,137695,1284,23/24
0,2,0,15,62.5,6,40.0,4,100.0,8,0,82.46,21,53.85,540,3,7,1,6,0,0,0,13,2,0,0,0,0,5,0,174,1,0,0.0,11,45.83,12,25,2,0,2,0,0,0.0,0,1,0.19,0,1,0,Nasser Djiga,FK Crvena zvezda,1127169,5149,23/24
0,0,0,1,12.5,1,50.0,1,50.0,0,0,85.71,2,20.0,65,0,1,2,4,0,0,0,1,0,0,0,0,0,8,0,24,0,0,0.0,0,0.0,0,1,3,0,1,0,1,0.0,0,1,0.07,0,0,0,Ondrej Lingr,Feyenoord,794968,2959,23/24
0,0,0,2,20.0,1,50.0,0,0.0,1,0,88.46,3,25.0,141,1,3,2,3,0,0,0,2,0,0,0,0,0,17,0,69,1,2,28.57,3,42.86,2,5,0,0,1,1,0,0.0,0,0,0.04,0,0,0,Marcos Alonso,Barcelona,69408,2817,23/24
0,1,0,19,50.0,2,33.33,4,44.44,12,1,73.64,21,47.73,284,3,4,6,4,0,0,0,4,1,0,0,0,0,11,0,81,1,1,50.0,8,34.78,1,3,4,1,2,2,0,0.0,0,0,0.2,0,0,0,Giorgi Gocholeishvili,Shakhtar Donetsk,1035752,3313,23/24
0,1,0,12,42.86,2,50.0,6,46.15,5,0,75.0,14,43.75,217,1,2,0,4,0,0,0,3,0,0,0,0,0,12,0,33,2,1,33.33,1,33.33,0,2,7,2,7,1,0,0.0,0,4,0.66,0,0,0,Newerton Palmares,Shakhtar Donetsk,1485599,3313,23/24
0,0,1,1,14.29,1,20.0,0,0.0,0,0,64.29,2,16.67,69,1,4,1,4,0,0,0,1,0,0,0,0,0,7,0,18,1,2,100.0,1,100.0,0,1,1,1,3,1,1,0.0,1,0,0.57,0,0,0,Morgan Guilavogui,RC Lens,990743,1648,23/24
0,1,0,0,0.0,0,0.0,0,0.0,0,0,80.0,0,0.0,10,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0.0,1,100.0,0,0,0,0,0,0,0,0.0,0,0,,0,0,0,Thomas Partey,Arsenal,316148,42,23/24
0,0,0,2,50.0,0,0.0,0,0.0,1,0,88.89,2,50.0,8,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0.0,0,0.0,0,0,1,0,0,0,0,0.0,0,0,,0,0,0,Kings Kangwa,FK Crvena zvezda,986253,5149,23/24
0,0,0,0,0.0,0,0.0,0,0.0,0,0,93.55,0,0.0,90,0,0,0,1,2,1,1,3,0,1,2,0,2,0,0,29,0,0,0.0,4,66.67,0,0,0,0,0,0,0,0.0,0,0,,0,0,0,Emil Audero,Inter,318603,2697,23/24
0,0,0,0,0.0,0,0.0,0,0.0,0,0,100.0,0,0.0,14,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,,0,0,0,Fran Navarro,FC Porto,914772,3002,23/24
0,0,0,1,100.0,0,0.0,0,0.0,1,0,66.67,1,100.0,12,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,,0,0,0,Uroš Kabić,FK Crvena zvezda,1087489,5149,23/24
0,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,,0,0,0,Miloš Degenek,FK Crvena zvezda,155961,5149,23/24
0,1,0,1,100.0,0,0.0,0,0.0,0,0,100.0,1,100.0,8,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0.0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,,0,0,0,Dijon Kameri,Red Bull Salzburg,1129551,2046,23/24
0,0,0,0,0.0,2,50.0,0,0.0,0,0,20.0,2,50.0,12,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0,0.0,0,2,0,0,0,0,0,0.0,0,0,,0,0,0,Toni Martínez,FC Porto,831253,3002,23/24
0,0,0,7,63.64,1,100.0,0,0.0,5,0,74.19,8,66.67,81,2,3,0,2,0,0,0,4,0,0,0,0,0,3,0,23,0,0,0.0,1,50.0,0,0,1,0,0,0,0,0.0,0,0,,0,0,0,Joan Jordán,Sevilla,591750,2833,23/24
0,1,0,5,55.56,4,36.36,1,100.0,4,0,70.79,9,45.0,166,0,3,1,2,0,0,0,4,0,0,0,0,0,11,0,63,1,0,0.0,2,12.5,5,7,0,0,0,0,0,0.0,0,0,,0,0,0,Kike Salas,Sevilla,1097719,2833,23/24
0,0,0,3,42.86,0,0.0,0,0.0,1,0,73.33,3,33.33,108,2,3,0,3,0,0,0,4,0,0,0,0,0,18,0,44,2,1,25.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,,0,0,0,Óliver Torres,Sevilla,231776,2833,23/24
0,0,0,1,100.0,2,40.0,0,0.0,1,0,83.33,3,50.0,101,0,0,0,3,0,0,0,2,0,0,0,0,0,3,0,35,0,0,0.0,3,37.5,1,5,0,0,0,0,0,0.0,0,0,,0,0,0,Zeno Van Den Bosch,Royal Antwerp FC,1103765,2889,23/24
0,0,0,2,66.67,11,84.62,0,0.0,0,0,87.01,13,81.25,297,2,0,0,4,0,0,0,7,3,0,0,0,0,9,0,134,1,0,0.0,4,44.44,1,10,1,0,0,0,0,0.0,0,0,,0,0,0,Victor Lindelöf,Manchester United,143334,35,23/24
0,0,0,10,66.67,4,44.44,1,100.0,7,0,89.73,14,58.33,324,2,3,0,4,0,0,0,6,1,0,0,0,0,8,0,166,0,0,0.0,3,30.0,5,8,2,0,2,0,2,0.0,0,0,0.29,0,0,0,Serdar Saatçı,Sporting Braga,1084880,2999,23/24
0,0,0,2,28.57,1,33.33,0,0.0,2,0,80.65,3,30.0,93,0,1,1,3,0,0,0,1,0,0,0,0,0,9,0,25,1,1,25.0,0,0.0,0,0,0,0,1,0,0,0.0,0,1,0.14,0,0,0,James Forrest,Celtic,91744,2352,23/24
0,0,0,0,0.0,0,0.0,0,0.0,0,0,50.0,0,0.0,13,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0,0.0,0,1,0,0,1,1,0,0.0,0,0,0.12,0,0,0,Jon Magunazelaia,Real Sociedad,1134396,2824,23/24
0,0,0,0,0.0,0,0.0,0,0.0,0,0,50.0,0,0.0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0.0,0,0.0,0,0,0,0,1,0,1,0.0,0,0,0.11,0,0,0,Jon Ander Olasagasti,Real Sociedad,1010383,2824,23/24
0,3,0,16,39.02,3,42.86,2,50.0,14,0,73.1,19,39.58,488,0,12,1,6,0,0,0,12,2,0,0,0,0,22,0,125,1,1,7.69,11,36.67,6,7,10,0,3,2,1,0.0,0,0,0.1,0,0,0,Srđan Mijailović,FK Crvena zvezda,98436,5149,23/24
