goals,yellowCards,redCards,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,successfulDribbles,successfulDribblesPercentage,tackles,assists,accuratePassesPercentage,totalDuelsWon,totalDuelsWonPercentage,minutesPlayed,wasFouled,fouls,dispossessed,appearances,saves,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,highClaims,successfulRunsOut,punches,runsOut,accurateFinalThirdPasses,bigChancesCreated,accuratePasses,keyPasses,accurateCrosses,accurateCrossesPercentage,accurateLongBalls,accurateLongBallsPercentage,interceptions,clearances,dribbledPast,bigChancesMissed,totalShots,shotsOnTarget,blockedShots,goalConversionPercentage,hitWoodwork,offsides,expectedGoals,errorLeadToGoal,errorLeadToShot,passToAssist,player,team,player id,team id,Year
0,0,0,0,0.0,1,100.0,0,0.0,0,0,100.0,1,100.0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,,0,0,0,Gregory Wüthrich,SK Sturm Graz,331465,2051,24/25
0,0,0,0,0.0,0,0.0,0,0.0,0,0,85.71,0,0.0,90,0,0,0,1,4,2,2,2,1,0,0,0,0,1,0,24,0,0,0.0,4,50.0,0,0,0,0,0,0,0,0.0,0,0,,0,0,0,David von Ballmoos,Young Boys,242883,2445,24/25
0,0,0,1,100.0,0,0.0,0,0.0,0,0,75.0,1,100.0,8,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,3,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,,0,0,0,Idjessi Metsoko,ŠK Slovan Bratislava,1393973,2404,24/25
0,0,0,2,66.67,0,0.0,0,0.0,2,0,100.0,2,66.67,27,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0,0.0,1,2,0,0,0,0,0,0.0,0,0,,0,0,0,Július Szőke,ŠK Slovan Bratislava,237412,2404,24/25
0,0,0,3,60.0,1,50.0,1,50.0,1,0,91.38,4,57.14,121,1,0,1,2,0,0,0,2,0,0,0,0,0,9,0,53,2,0,0.0,4,80.0,0,1,0,0,0,0,0,0.0,0,0,,0,0,0,Ferland Mendy,Real Madrid,792073,2829,24/25
0,0,0,0,0.0,1,100.0,0,0.0,0,0,91.67,1,100.0,135,1,0,0,2,1,1,0,0,1,0,3,0,4,1,0,55,0,0,0.0,12,75.0,0,0,0,0,0,0,0,0.0,0,0,,1,0,0,Manuel Neuer,FC Bayern München,8959,2672,24/25
0,0,0,4,30.77,2,50.0,2,20.0,2,0,67.44,6,35.29,153,0,0,1,2,0,0,0,1,1,0,0,0,0,16,0,29,3,0,0.0,0,0.0,1,1,0,0,0,0,0,0.0,0,0,,0,0,0,Bradley Barcola,Paris Saint-Germain,996952,1644,24/25
0,0,0,0,0.0,2,66.67,0,0.0,0,0,97.22,2,33.33,91,0,1,0,2,0,0,0,4,0,0,0,0,0,5,0,70,0,0,0.0,2,100.0,0,2,1,0,0,0,0,0.0,0,0,,0,0,0,Axel Witsel,Atlético Madrid,35612,2836,24/25
0,0,0,1,100.0,0,0.0,0,0.0,1,0,87.5,1,50.0,73,0,0,0,2,0,0,0,1,0,0,0,0,0,9,0,42,0,0,0.0,1,33.33,2,0,0,0,0,0,0,0.0,0,0,,0,1,0,Arthur Vermeeren,RB Leipzig,1149127,36360,24/25
0,1,0,7,50.0,1,100.0,0,0.0,6,0,89.36,8,53.33,156,1,2,3,2,0,0,0,3,0,0,0,0,0,22,0,84,1,0,0.0,3,75.0,2,1,2,0,0,0,0,0.0,0,0,,0,0,0,Iván Martín,Girona FC,973699,24264,24/25
0,0,0,0,0.0,0,0.0,0,0.0,0,0,90.0,0,0.0,11,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,,0,0,0,Jeanuël Belocian,Bayer 04 Leverkusen,1173172,2681,24/25
0,0,0,0,0.0,6,75.0,0,0.0,0,0,57.14,6,50.0,36,0,4,1,2,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0.0,0,0.0,0,1,0,0,0,0,0,0.0,0,2,,0,0,0,Erencan Yardımcı,SK Sturm Graz,989168,2051,24/25
0,0,0,1,50.0,0,0.0,0,0.0,1,0,50.0,1,50.0,30,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0.0,0,0.0,2,2,1,0,0,0,0,0.0,0,0,,0,0,0,Lukáš Sadílek,Sparta Praha,280637,2218,24/25
0,0,0,2,40.0,2,100.0,0,0.0,0,0,87.5,4,57.14,75,2,0,1,1,0,0,0,2,0,0,0,0,0,1,0,7,0,0,0.0,0,0.0,0,0,0,1,3,3,0,0.0,0,0,1.01,0,0,0,Bojan Miovski,Girona FC,945768,24264,24/25
0,0,0,1,25.0,0,0.0,0,0.0,0,0,75.0,1,20.0,88,1,2,0,2,0,0,0,0,0,0,0,0,0,2,0,9,0,0,0.0,0,0.0,1,0,0,1,2,2,0,0.0,0,0,0.54,0,0,0,Giovanni Fabbian,Bologna,1067204,2685,24/25
0,1,0,4,57.14,0,0.0,1,100.0,0,0,80.0,4,40.0,104,3,3,1,2,0,0,0,1,1,0,0,0,0,4,0,16,2,0,0.0,0,0.0,0,0,0,1,2,2,0,0.0,0,2,0.22,0,0,0,Breel Embolo,AS Monaco,352296,1653,24/25
0,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,1,0,1,0.0,0,0,0.19,0,0,0,André Silva,RB Leipzig,190159,36360,24/25
0,1,0,4,44.44,0,0.0,1,100.0,1,0,82.76,4,44.44,136,2,2,2,2,0,0,0,6,0,0,0,0,0,10,0,24,1,0,0.0,5,100.0,1,0,1,0,3,1,0,0.0,0,1,0.14,0,0,0,Ebrima Colley,Young Boys,928106,2445,24/25
0,1,0,4,28.57,2,100.0,0,0.0,4,0,81.25,6,37.5,180,0,4,1,2,0,0,0,5,1,0,0,0,0,22,1,78,1,1,14.29,2,25.0,3,2,4,0,3,1,1,0.0,0,0,0.1,0,0,0,In-Beom Hwang,Feyenoord,889689,2959,24/25
0,0,0,2,66.67,1,25.0,0,0.0,0,0,87.5,3,42.86,28,2,1,1,2,0,0,0,1,1,0,0,0,0,3,0,7,0,1,100.0,0,0.0,0,0,0,0,1,0,0,0.0,0,0,0.09,0,0,0,El Bilal Touré,VfB Stuttgart,982615,2677,24/25
0,0,0,2,40.0,0,0.0,1,50.0,1,0,88.24,2,40.0,86,0,0,2,2,0,0,0,4,1,0,0,0,0,15,0,30,0,0,0.0,0,0.0,0,0,0,0,2,0,2,0.0,0,0,0.05,0,0,0,Nene Dorgeles,Red Bull Salzburg,1102788,2046,24/25
0,0,0,1,50.0,0,0.0,1,100.0,0,0,88.64,1,50.0,62,0,0,1,1,0,0,0,3,0,0,0,0,0,13,0,39,3,1,20.0,3,75.0,1,1,0,0,2,1,1,0.0,0,0,0.04,1,0,0,Joey Veerman,PSV Eindhoven,850816,2952,24/25
0,0,0,0,0.0,4,50.0,0,0.0,0,0,66.67,4,33.33,87,0,2,1,2,0,0,0,4,1,0,0,0,0,1,0,10,0,0,0.0,1,100.0,0,2,1,0,1,0,0,0.0,0,1,0.04,0,0,0,Cédric Itten,Young Boys,352290,2445,24/25
0,0,0,7,53.85,0,0.0,2,50.0,4,0,75.56,7,50.0,154,1,0,2,2,0,0,0,3,0,0,0,0,0,8,0,34,1,0,0.0,1,14.29,0,0,2,0,1,0,0,0.0,0,0,0.03,0,0,0,Oleksandr Zubkov,Shakhtar Donetsk,353282,3313,24/25
0,0,0,3,75.0,0,0.0,0,0.0,2,0,89.47,3,75.0,20,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0.0,1,50.0,1,1,0,0,1,0,1,0.0,0,0,0.02,0,1,0,Kristjan Asllani,Inter,996820,2697,24/25
0,0,0,0,0.0,0,0.0,0,0.0,0,0,100.0,0,0.0,21,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0.0,0,0.0,0,0,0,0,1,0,1,0.0,0,0,0.01,0,0,0,Eric Dier,FC Bayern München,146101,2672,24/25
0,1,0,1,33.33,1,33.33,0,0.0,1,0,88.24,2,33.33,90,0,2,0,1,0,0,0,1,0,0,0,0,0,7,0,45,0,0,0.0,3,60.0,0,2,0,0,1,0,0,0.0,0,0,0.01,0,0,0,Robin Le Normand,Atlético Madrid,787751,2836,24/25
1,0,0,2,40.0,0,0.0,0,0.0,2,0,54.55,2,40.0,140,0,0,0,2,0,0,0,5,1,0,0,0,0,1,0,6,0,0,0.0,0,0.0,1,2,1,2,4,3,0,25.0,0,0,1.59,0,0,0,Kyogo Furuhashi,Celtic,877766,2352,24/25
0,0,0,1,12.5,1,25.0,0,0.0,1,0,76.19,2,16.67,74,0,1,4,2,0,0,0,0,0,0,0,0,0,9,0,16,3,0,0.0,0,0.0,1,0,0,0,0,0,0,0.0,0,3,,0,0,0,Gabriel Jesus,Arsenal,794839,42,24/25
0,0,0,0,0.0,0,0.0,0,0.0,0,0,100.0,0,0.0,34,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0.0,0,0.0,2,0,1,0,0,0,0,0.0,0,0,,0,0,0,Davide Frattesi,Inter,835600,2697,24/25
0,0,0,4,66.67,0,0.0,1,100.0,2,0,68.18,4,44.44,87,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,15,0,0,0.0,0,0.0,1,0,2,0,0,0,0,0.0,0,0,,0,0,0,Martin Terrier,Bayer 04 Leverkusen,846445,2681,24/25
0,0,0,2,40.0,0,0.0,1,100.0,1,0,66.67,2,40.0,27,0,0,1,2,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0.0,0,0.0,0,0,2,0,0,0,0,0.0,0,0,,0,1,0,Maximiliano Araújo,Sporting,929193,3001,24/25
0,0,0,9,60.0,1,33.33,1,100.0,7,0,88.35,10,55.56,180,1,1,0,2,0,0,0,4,0,0,0,0,0,12,0,91,0,0,0.0,3,42.86,1,5,5,0,0,0,0,0.0,0,0,,0,0,0,Arnau Martínez,Girona FC,1084081,24264,24/25
0,0,0,4,40.0,1,25.0,0,0.0,3,0,80.65,5,35.71,119,1,2,1,2,0,0,0,5,1,0,0,0,0,14,0,50,2,0,0.0,1,50.0,1,0,3,0,0,0,0,0.0,0,0,,0,0,0,Nicolás Capaldo,Red Bull Salzburg,973564,2046,24/25
0,0,0,3,60.0,3,75.0,0,0.0,3,0,88.76,6,66.67,103,0,1,0,2,0,0,0,3,0,0,0,0,0,10,0,79,0,0,0.0,0,0.0,1,4,1,0,0,0,0,0.0,0,0,,0,0,0,Hendry Blank,Red Bull Salzburg,1140597,2046,24/25
0,0,0,3,30.0,2,50.0,0,0.0,3,0,89.92,5,35.71,180,0,2,0,2,0,0,0,5,1,0,0,0,0,15,0,116,1,0,0.0,9,60.0,3,3,5,0,0,0,0,0.0,0,0,,0,1,0,Thomas Beelen,Feyenoord,1127916,2959,24/25
0,1,0,3,50.0,1,50.0,0,0.0,3,0,88.33,4,50.0,180,0,1,0,2,0,0,0,7,1,0,0,0,0,10,0,53,0,0,0.0,4,80.0,5,6,2,0,0,0,0,0.0,0,0,,0,0,0,Sandro Lauper,Young Boys,801072,2445,24/25
0,0,0,6,54.55,1,100.0,1,50.0,2,0,87.1,7,58.33,104,3,1,0,2,0,0,0,4,1,0,0,0,0,1,0,27,0,0,0.0,0,0.0,2,3,3,0,0,0,0,0.0,0,0,,0,0,0,Kyriakos Savvidis,ŠK Slovan Bratislava,551338,2404,24/25
0,0,0,4,50.0,0,0.0,0,0.0,2,0,66.67,4,40.0,159,2,0,3,2,0,0,0,1,2,0,0,0,0,15,0,34,2,1,100.0,0,0.0,1,0,0,2,5,2,2,0.0,0,2,1.03,0,0,0,Takumi Minamino,AS Monaco,155818,1653,24/25
0,0,0,4,44.44,0,0.0,2,50.0,2,0,80.0,4,36.36,180,0,1,0,2,0,0,0,0,0,0,0,0,0,9,0,28,1,1,100.0,0,0.0,0,0,2,1,4,2,0,0.0,0,0,0.86,0,0,0,Gabriel Martinelli,Arsenal,922573,42,24/25
0,0,0,3,42.86,2,66.67,2,66.67,0,0,54.55,5,50.0,100,1,3,0,2,0,0,0,3,0,0,0,0,0,1,0,6,0,0,0.0,0,0.0,0,2,0,1,3,3,0,0.0,0,1,0.59,0,0,0,Silvère Ganvoula,Young Boys,787448,2445,24/25
0,1,0,1,14.29,1,33.33,0,0.0,1,0,90.0,2,20.0,52,0,0,2,2,0,0,0,1,0,0,0,0,0,19,0,27,2,0,0.0,1,100.0,1,0,1,1,4,1,1,0.0,0,0,0.44,0,0,0,Noa Lang,PSV Eindhoven,875136,2952,24/25
0,1,0,0,0.0,1,100.0,0,0.0,0,0,61.54,1,20.0,76,0,2,0,2,0,0,0,0,0,0,0,0,0,3,0,8,4,0,0.0,1,100.0,0,1,2,1,3,1,1,0.0,0,0,0.2,0,0,0,Santiago Castro,Bologna,1116577,2685,24/25
0,0,0,0,0.0,2,33.33,0,0.0,0,0,78.57,2,20.0,91,0,1,2,2,0,0,0,3,1,0,0,0,0,5,0,22,0,0,0.0,1,33.33,0,0,0,0,4,1,2,0.0,0,1,0.17,0,0,0,Bruno Duarte,FK Crvena zvezda,878830,5149,24/25
0,1,0,9,50.0,1,50.0,1,20.0,3,0,89.8,10,50.0,127,5,3,2,2,0,0,0,2,0,0,0,0,0,10,0,44,0,0,0.0,2,50.0,0,1,0,0,3,0,2,0.0,0,0,0.13,0,0,0,Malick Yalcouyé,SK Sturm Graz,1568186,2051,24/25
0,1,0,6,50.0,0,0.0,0,0.0,3,0,84.75,6,46.15,117,3,3,0,2,0,0,0,1,2,0,0,0,0,14,0,50,1,1,20.0,2,33.33,0,1,2,0,2,0,1,0.0,0,0,0.12,0,0,0,Lamine Camara,AS Monaco,1389846,1653,24/25
0,0,0,8,53.33,2,66.67,5,100.0,2,0,86.32,10,55.56,170,1,3,2,2,0,0,0,4,2,0,0,0,0,18,0,82,1,0,0.0,3,100.0,3,1,2,0,2,1,0,0.0,0,0,0.11,1,1,0,Rade Krunić,FK Crvena zvezda,155449,5149,24/25
0,0,0,14,40.0,0,0.0,7,36.84,5,0,85.07,14,38.89,180,2,1,6,2,0,0,0,1,1,0,0,0,0,23,1,57,2,1,14.29,1,50.0,0,0,2,0,3,0,1,0.0,0,0,0.09,0,0,0,Edon Zhegrova,Lille,887766,1643,24/25
0,0,0,2,66.67,1,100.0,0,0.0,2,0,90.91,3,75.0,55,0,0,0,2,0,0,0,1,1,0,0,0,0,6,0,20,0,0,0.0,1,100.0,0,0,1,0,1,0,1,0.0,0,0,0.07,0,0,0,Anrie Chase,VfB Stuttgart,1154597,2677,24/25
0,1,0,10,45.45,1,25.0,4,57.14,4,0,83.33,11,42.31,160,2,4,3,2,0,0,0,2,2,0,0,0,0,9,0,25,1,0,0.0,1,100.0,2,0,2,0,2,1,0,0.0,0,1,0.06,0,0,0,Silas Katompa Mvumpa,FK Crvena zvezda,949062,5149,24/25
0,0,0,1,50.0,0,0.0,0,0.0,1,0,73.91,1,50.0,30,0,0,1,2,0,0,0,2,0,0,0,0,0,3,0,17,0,0,0.0,1,50.0,0,0,0,0,2,0,0,0.0,0,0,0.06,0,0,0,Luka Ilić,FK Crvena zvezda,885664,5149,24/25
0,1,0,6,35.29,5,50.0,2,66.67,2,0,80.95,11,40.74,180,3,5,4,2,0,0,0,1,1,0,0,0,0,21,0,102,0,0,0.0,3,27.27,1,2,1,0,1,1,0,0.0,0,1,0.04,0,0,0,Benjamin André,Lille,51665,1643,24/25
0,0,0,4,40.0,0,0.0,0,0.0,4,0,90.7,4,40.0,135,0,2,3,2,0,0,0,1,0,0,0,0,0,3,0,39,0,0,0.0,5,71.43,0,2,0,0,1,0,0,0.0,0,0,0.04,0,0,0,Edimilson Fernandes,Stade Brestois,330099,1715,24/25
0,0,0,1,50.0,0,0.0,1,100.0,0,0,85.71,1,50.0,44,0,1,0,2,0,0,0,1,1,0,0,0,0,2,0,6,0,0,0.0,0,0.0,0,0,0,0,1,0,0,0.0,0,1,0.03,0,0,0,Alan Virginius,Young Boys,1048014,2445,24/25
0,0,0,7,58.33,0,0.0,2,66.67,2,0,86.9,7,50.0,96,3,1,1,2,0,0,0,3,0,0,0,0,0,18,0,73,2,0,0.0,2,28.57,0,2,2,0,1,0,1,0.0,0,0,0.02,0,0,0,Stefan Bajčetić,Red Bull Salzburg,1142636,2046,24/25
0,1,0,1,25.0,0,0.0,0,0.0,1,0,83.33,1,25.0,40,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0.0,0,0.0,0,0,0,0,1,0,0,0.0,0,0,0.02,0,0,0,Ian Maatsen,Aston Villa,976263,40,24/25
1,1,0,5,41.67,0,0.0,2,33.33,1,0,66.13,5,31.25,180,2,1,1,2,0,0,0,8,1,0,0,0,0,9,0,41,1,0,0.0,5,41.67,4,12,1,0,2,1,0,50.0,0,0,0.1,0,0,0,Kevin Wimmer,ŠK Slovan Bratislava,141203,2404,24/25
0,0,0,1,100.0,1,50.0,0,0.0,0,0,90.91,2,66.67,90,1,0,0,1,3,3,0,1,1,2,0,0,0,1,0,30,0,0,0.0,4,57.14,0,0,0,0,0,0,0,0.0,0,0,,1,0,0,Gianluigi Donnarumma,Paris Saint-Germain,824509,1644,24/25
0,0,0,2,50.0,0,0.0,0,0.0,1,0,93.55,2,50.0,64,1,2,0,1,0,0,0,1,0,0,0,0,0,2,0,29,0,0,0.0,2,66.67,0,0,0,0,0,0,0,0.0,0,1,,0,0,0,Aïssa Mandi,Lille,122810,1643,24/25
0,0,0,2,66.67,0,0.0,0,0.0,1,0,90.0,2,66.67,18,1,0,0,1,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,,0,0,0,Krépin Diatta,AS Monaco,873534,1653,24/25
0,0,0,1,33.33,0,0.0,0,0.0,0,0,80.0,1,33.33,20,1,0,1,1,0,0,0,2,0,0,0,0,0,2,0,4,1,0,0.0,1,100.0,0,0,0,0,0,0,0,0.0,0,0,,0,0,0,Nemanja Radonjić,FK Crvena zvezda,802665,5149,24/25
0,0,0,0,0.0,0,0.0,0,0.0,0,0,100.0,0,0.0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,,0,0,0,Petar Ratkov,Red Bull Salzburg,1101942,2046,24/25
0,0,0,1,50.0,0,0.0,1,100.0,0,0,66.67,1,50.0,17,0,1,0,1,0,0,0,2,1,0,0,0,0,0,0,4,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,,0,0,0,Dario Špikić,GNK Dinamo Zagreb,826024,2032,24/25
0,0,0,0,0.0,0,0.0,0,0.0,0,0,100.0,0,0.0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,,0,0,0,Ben Godfrey,Atalanta,754698,2686,24/25
0,0,0,0,0.0,2,100.0,0,0.0,0,0,73.33,2,66.67,90,0,1,0,1,0,0,0,2,0,0,0,0,0,4,0,22,0,0,0.0,6,46.15,3,3,0,0,0,0,0,0.0,0,0,,0,0,0,Maxime Bernauer,GNK Dinamo Zagreb,802137,2032,24/25
0,0,0,1,100.0,0,0.0,0,0.0,1,0,100.0,1,100.0,26,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0,13,1,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,,0,0,0,Ognjen Mimović,FK Crvena zvezda,1146274,5149,24/25
0,0,0,1,50.0,0,0.0,0,0.0,1,0,85.71,1,50.0,45,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,18,0,0,0.0,0,0.0,0,0,1,0,0,0,0,0.0,0,0,,0,0,0,Gijs Smal,Feyenoord,860160,2959,24/25
0,0,0,0,0.0,0,0.0,0,0.0,0,0,100.0,0,0.0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,,0,0,0,Stefan Hierländer,SK Sturm Graz,49021,2051,24/25
0,0,0,1,14.29,0,0.0,0,0.0,1,0,94.74,1,14.29,35,0,1,3,2,0,0,0,0,0,0,0,0,0,8,0,18,0,0,0.0,3,100.0,0,0,1,0,0,0,0,0.0,0,0,,0,0,0,Ansu Fati,Barcelona,962883,2817,24/25
0,0,0,1,20.0,8,72.73,0,0.0,1,0,96.03,9,56.25,155,0,1,0,2,0,0,0,2,1,0,0,0,0,16,0,145,0,0,0.0,0,0.0,3,5,3,0,0,0,0,0.0,0,0,,0,0,0,Min-jae Kim,FC Bayern München,896569,2672,24/25
0,0,0,0,0.0,0,0.0,0,0.0,0,0,75.0,0,0.0,14,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,,0,0,0,Ricardo Pepi,PSV Eindhoven,986395,2952,24/25
0,0,0,3,33.33,0,0.0,0,0.0,3,0,80.95,3,33.33,170,0,3,1,2,0,0,0,1,1,0,0,0,0,15,0,51,0,0,0.0,1,33.33,0,2,2,0,0,0,0,0.0,0,1,,0,0,0,Mitchel Bakker,Lille,856638,1643,24/25
0,0,0,4,80.0,2,66.67,1,50.0,2,0,91.6,6,75.0,180,1,0,0,2,0,0,0,4,2,0,0,0,0,10,0,120,0,0,0.0,4,50.0,1,7,0,0,0,0,0,0.0,0,0,,0,0,0,Nasser Djiga,FK Crvena zvezda,1127169,5149,24/25
0,0,0,0,0.0,1,100.0,0,0.0,0,0,85.96,1,100.0,180,1,0,0,2,4,4,0,4,2,1,0,1,0,1,0,49,0,0,0.0,14,63.64,0,1,0,0,0,0,0,0.0,0,0,,0,0,0,Omri Glazer,FK Crvena zvezda,797083,5149,24/25
0,0,0,4,44.44,1,50.0,0,0.0,2,0,82.35,5,45.45,58,2,3,1,2,0,0,0,1,0,0,0,0,0,8,0,28,0,0,0.0,0,0.0,0,3,1,0,0,0,0,0.0,0,0,,0,0,0,Mamady Diambou,Red Bull Salzburg,1135854,2046,24/25
0,1,0,8,61.54,1,100.0,2,100.0,2,0,78.38,9,64.29,77,4,1,3,2,0,0,0,3,0,0,0,0,0,2,0,29,0,0,0.0,4,57.14,0,1,1,0,0,0,0,0.0,0,0,,0,0,0,Cheikh Niasse,Young Boys,972523,2445,24/25
0,0,0,4,57.14,1,25.0,1,100.0,1,0,61.54,5,45.45,92,2,2,0,2,0,0,0,1,1,0,0,0,0,1,0,8,0,0,0.0,0,0.0,0,0,1,0,0,0,0,0.0,0,3,,0,0,0,Seedy Jatta,SK Sturm Graz,1024876,2051,24/25
0,0,0,6,85.71,3,75.0,1,100.0,3,0,84.95,9,81.82,180,2,0,1,2,0,0,0,7,1,0,0,0,0,3,0,79,1,0,0.0,7,53.85,4,6,0,0,0,0,0,0.0,0,0,,0,0,0,Tanguy Zoukrou,Young Boys,1133520,2445,24/25
0,1,0,1,33.33,2,33.33,0,0.0,1,0,72.09,3,33.33,170,0,1,0,2,0,0,0,2,1,0,0,0,0,4,0,31,0,1,10.0,4,50.0,0,7,1,0,0,0,0,0.0,0,0,,0,0,0,Max Johnston,SK Sturm Graz,1048192,2051,24/25
0,0,0,3,42.86,4,66.67,1,100.0,0,0,89.47,7,53.85,180,2,2,0,2,0,0,0,4,1,0,0,0,0,7,0,119,0,0,0.0,5,41.67,0,5,2,2,4,2,0,0.0,0,0,0.35,0,0,0,Willi Orbán,RB Leipzig,136924,36360,24/25
0,0,0,2,33.33,0,0.0,1,50.0,1,0,87.5,2,33.33,86,0,2,1,2,0,0,0,1,0,0,0,0,0,2,0,21,0,0,0.0,1,50.0,0,3,0,1,1,0,0,0.0,0,0,0.16,0,0,0,Yukhym Konoplia,Shakhtar Donetsk,904852,3313,24/25
0,0,0,10,66.67,1,50.0,6,85.71,3,0,82.72,11,64.71,153,1,0,1,2,0,0,0,7,0,0,0,0,0,8,0,67,0,0,0.0,8,72.73,2,4,3,0,2,0,2,0.0,0,1,0.15,0,0,0,Jaouen Hadjam,Young Boys,1049534,2445,24/25
0,0,0,4,26.67,2,66.67,1,25.0,1,0,66.67,6,33.33,72,2,3,5,2,0,0,0,3,0,0,0,0,0,5,0,10,0,0,0.0,0,0.0,0,0,0,0,3,2,1,0.0,0,0,0.14,0,0,0,Alexander Sørloth,Atlético Madrid,309078,2836,24/25
0,0,0,1,50.0,0,0.0,0,0.0,0,0,100.0,1,33.33,13,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0,0,0.0,0,0,0,1,2,2,0,0.0,0,0,0.11,0,0,0,Conrad Harder,Sporting,1494826,3001,24/25
0,1,0,3,37.5,0,0.0,0,0.0,2,0,87.27,3,33.33,115,1,2,1,2,0,0,0,3,1,0,0,0,0,7,0,48,1,1,50.0,4,80.0,1,1,1,0,1,1,0,0.0,0,0,0.05,0,0,0,Benjamin Henrichs,RB Leipzig,319857,36360,24/25
0,0,0,4,36.36,0,0.0,2,33.33,2,0,81.25,4,33.33,91,0,0,1,2,0,0,0,1,1,0,0,0,0,9,0,26,1,0,0.0,0,0.0,0,0,2,0,1,0,1,0.0,0,1,0.05,0,0,0,Désiré Doué,Paris Saint-Germain,1154605,1644,24/25
0,0,0,1,16.67,1,50.0,0,0.0,1,0,87.5,2,25.0,57,0,1,2,1,0,0,0,2,0,0,0,0,0,4,0,21,1,0,0.0,0,0.0,0,0,0,0,1,0,0,0.0,0,1,0.05,0,0,0,Moussa Kounfolo Yeo,Red Bull Salzburg,1397180,2046,24/25
0,0,0,1,33.33,0,0.0,1,50.0,0,0,16.67,1,33.33,10,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0.0,0,0,0,0,1,0,1,0.0,0,0,0.04,0,0,0,Kassoum Ouattara,AS Monaco,1397558,1653,24/25
0,0,0,1,33.33,0,0.0,1,50.0,0,0,100.0,1,33.33,22,0,1,0,2,0,0,0,1,0,0,0,0,0,4,0,9,0,0,0.0,0,0.0,0,0,0,0,2,0,2,0.0,0,0,0.03,0,0,0,Róbert Mak,ŠK Slovan Bratislava,87087,2404,24/25
0,1,0,3,60.0,1,100.0,0,0.0,1,0,97.5,4,66.67,82,2,2,0,1,0,0,0,3,0,0,0,0,0,5,0,39,0,0,0.0,4,100.0,1,0,0,0,1,0,1,0.0,0,0,0.02,0,0,0,Yangel Herrera,Girona FC,839585,24264,24/25
0,0,0,2,66.67,0,0.0,0,0.0,2,0,76.67,2,66.67,81,0,0,0,2,0,0,0,3,0,0,0,0,0,13,0,46,2,3,60.0,1,14.29,0,0,1,0,0,0,0,0.0,0,0,,0,0,0,Nahuel Molina,Atlético Madrid,831799,2836,24/25
0,0,0,2,25.0,0,0.0,0,0.0,2,0,58.33,2,25.0,39,0,1,3,2,0,0,0,0,0,0,0,0,0,2,0,7,0,0,0.0,0,0.0,1,2,2,0,0,0,0,0.0,0,0,,0,0,0,Ross Barkley,Aston Villa,98435,40,24/25
0,0,0,0,0.0,1,100.0,0,0.0,0,0,90.63,1,100.0,180,0,0,0,2,4,4,0,4,1,1,0,1,0,1,0,87,0,0,0.0,2,22.22,0,1,0,0,0,0,0,0.0,0,0,,0,1,0,Péter Gulácsi,RB Leipzig,37096,36360,24/25
