goals,yellowCards,redCards,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,successfulDribbles,successfulDribblesPercentage,tackles,assists,accuratePassesPercentage,totalDuelsWon,totalDuelsWonPercentage,minutesPlayed,wasFouled,fouls,dispossessed,appearances,saves,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,highClaims,successfulRunsOut,punches,runsOut,accurateFinalThirdPasses,bigChancesCreated,accuratePasses,keyPasses,accurateCrosses,accurateCrossesPercentage,accurateLongBalls,accurateLongBallsPercentage,interceptions,clearances,dribbledPast,bigChancesMissed,totalShots,shotsOnTarget,blockedShots,goalConversionPercentage,hitWoodwork,offsides,expectedGoals,errorLeadToGoal,errorLeadToShot,passToAssist,player,team,player id,team id,Year
2,0,0,20,42.55,2,22.22,2,33.33,8,2,81.51,22,39.29,407,10,8,3,9,0,0,0,2,1,0,0,0,0,46,3,119,8,5,38.46,0,0.0,1,0,13,1,9,6,2,22.22,1,3,,0,0,0,Pablo Sarabia,Paris Saint-Germain,138573,1644,19/20
2,0,0,17,36.96,4,44.44,10,71.43,6,0,76.55,21,38.18,360,1,10,8,4,0,0,0,7,1,0,0,0,0,42,1,111,7,1,12.5,6,60.0,5,1,7,2,8,5,0,25.0,1,2,,0,0,0,Aleksei Miranchuk,Lokomotiv Moscow,324353,2320,19/20
2,0,0,10,45.45,11,37.93,5,50.0,2,2,56.79,21,41.18,405,3,2,4,5,0,0,0,5,1,0,0,0,0,22,3,46,8,2,33.33,3,75.0,1,2,2,4,9,4,2,22.22,2,11,,0,0,0,Romelu Lukaku,Inter,78893,2697,19/20
2,0,0,3,15.79,4,28.57,1,33.33,0,1,77.01,7,21.21,320,2,4,6,7,0,0,0,4,0,0,0,0,0,28,3,67,7,0,0.0,0,0.0,0,0,5,1,9,4,0,22.22,0,2,,0,0,0,Kévin Gameiro,Valencia,3504,2828,19/20
2,0,0,16,53.33,2,28.57,11,84.62,0,2,81.62,18,48.65,509,5,1,6,8,0,0,0,3,0,0,0,0,0,40,2,111,4,0,0.0,9,81.82,0,2,5,2,16,8,2,12.5,0,2,,0,0,0,Gonzalo Higuaín,Juventus,19438,2687,19/20
2,0,0,2,16.67,3,50.0,0,0.0,0,2,80.41,5,27.78,408,2,4,5,6,0,0,0,3,0,0,0,0,0,30,0,78,6,0,0.0,0,0.0,0,1,1,2,15,8,3,13.33,1,4,2.29,0,0,0,Pierre-Emerick Aubameyang,Chelsea,51498,38,22/23
2,1,0,2,28.57,5,38.46,2,66.67,0,0,66.67,7,35.0,130,0,3,1,5,0,0,0,0,0,0,0,0,0,14,1,30,1,0,0.0,0,0.0,1,0,0,0,5,3,0,40.0,0,0,0.5,0,0,0,Petar Musa,Benfica,827668,3006,22/23
2,0,0,31,48.44,14,48.28,12,54.55,8,2,80.59,45,48.39,479,11,1,14,6,0,0,0,10,3,0,0,0,0,55,6,137,10,6,31.58,1,16.67,5,3,8,0,10,6,1,20.0,1,1,,0,0,0,Ferran Torres,Valencia,855833,2828,19/20
2,1,0,27,51.92,1,25.0,18,75.0,5,1,83.66,28,50.0,350,5,2,7,5,0,0,0,6,0,0,0,0,0,48,2,128,9,1,10.0,19,70.37,6,0,10,2,18,5,5,11.11,1,4,,0,1,0,Lorenzo Insigne,Napoli,106258,2714,19/20
2,0,0,14,42.42,0,0.0,11,61.11,1,0,78.65,14,41.18,285,2,3,6,4,0,0,0,7,1,0,0,0,0,32,0,70,9,7,46.67,5,62.5,3,0,3,0,12,8,3,16.67,0,2,0.9,0,0,0,Jota,Celtic,845786,2352,22/23
2,5,0,51,46.79,3,33.33,23,46.94,15,1,78.78,54,45.76,954,13,10,13,11,0,0,0,12,1,0,0,0,0,217,1,386,23,13,15.12,14,73.68,6,1,9,6,33,10,8,6.06,2,1,2.96,0,0,0,Ousmane Dembélé,Paris Saint-Germain,818244,1644,23/24
2,0,0,30,62.5,11,47.83,3,42.86,17,2,73.24,41,57.75,546,10,6,3,7,0,0,0,8,0,0,0,0,0,41,2,104,8,0,0.0,6,60.0,0,8,6,1,22,9,4,9.09,0,4,2.6,0,0,0,Mehdi Taremi,FC Porto,812533,3002,23/24
2,0,0,18,40.91,1,33.33,10,45.45,3,2,77.57,19,40.43,357,5,2,7,6,0,0,0,5,0,0,0,0,0,31,2,83,6,2,33.33,2,40.0,1,1,5,1,7,5,1,28.57,0,1,0.72,0,0,0,Marcus Edwards,Sporting,795066,3001,22/23
2,0,0,9,33.33,1,50.0,5,38.46,2,0,79.17,10,34.48,171,2,3,5,4,0,0,0,2,1,0,0,0,0,17,1,38,4,1,33.33,3,75.0,0,1,2,2,9,4,2,22.22,0,2,0.94,0,0,0,Samuel Chukwueze,Milan,822470,2692,23/24
2,2,0,13,46.43,1,20.0,3,37.5,6,0,76.79,14,42.42,289,4,5,2,6,0,0,0,8,1,0,0,0,0,25,0,86,7,8,50.0,7,58.33,1,1,4,1,7,4,2,28.57,0,0,1.42,0,0,0,Angelo Fulgini,RC Lens,787540,1648,23/24
2,0,0,2,13.33,2,33.33,0,0.0,0,0,69.62,4,19.05,426,2,7,1,6,0,0,0,6,2,0,0,0,0,26,2,55,7,3,12.5,2,50.0,1,1,0,2,11,7,1,18.18,0,6,1.31,0,0,0,Sheraldo Becker,Real Sociedad,352544,2824,23/24
2,0,0,10,50.0,3,20.0,3,50.0,0,0,71.43,13,37.14,242,8,4,3,3,0,0,0,7,0,0,0,0,0,7,0,30,2,0,0.0,2,66.67,2,2,0,1,8,3,2,25.0,0,2,,0,0,0,Michael Krmenčík,Viktoria Plzeň,148894,4502,18/19
2,0,0,22,61.11,2,40.0,13,76.47,2,0,87.85,24,58.54,301,7,4,5,7,0,0,0,6,2,0,0,0,0,72,2,159,11,2,11.11,12,66.67,5,1,2,2,20,8,5,10.0,1,1,,0,0,0,Marco Asensio,Real Madrid,361004,2829,18/19
2,0,0,9,32.14,1,10.0,3,27.27,4,0,74.0,10,26.32,282,2,6,2,9,0,0,0,5,1,0,0,0,0,13,0,37,2,0,0.0,1,50.0,2,2,4,0,3,2,0,66.67,0,0,,0,0,0,Samuel Chukwueze,Villarreal,822470,2819,21/22
2,0,0,0,0.0,2,40.0,0,0.0,0,0,82.86,2,22.22,122,0,1,2,4,0,0,0,0,0,0,0,0,0,17,0,29,1,0,0.0,1,100.0,0,2,1,1,5,3,0,40.0,0,2,,0,0,0,Michy Batshuayi,Chelsea,147745,38,17/18
2,0,0,3,23.08,7,63.64,1,20.0,0,0,78.69,10,41.67,320,2,2,4,6,0,0,0,3,0,0,0,0,0,28,1,48,7,1,50.0,0,0.0,0,1,0,2,12,3,2,16.67,0,3,,0,0,0,Romelu Lukaku,Chelsea,78893,38,21/22
1,0,0,2,11.11,10,71.43,1,50.0,1,1,68.18,12,37.5,226,1,10,5,7,0,0,0,2,0,0,0,0,0,16,2,45,7,0,0.0,1,100.0,0,5,2,1,5,2,3,20.0,0,0,,0,0,0,Fernando Llorente,Tottenham Hotspur,11692,33,17/18
1,0,0,4,36.36,0,0.0,2,40.0,0,2,83.33,4,30.77,83,2,0,4,5,0,0,0,0,0,0,0,0,0,9,2,20,3,1,100.0,0,0.0,0,0,0,3,4,1,0,25.0,1,3,,0,0,0,Daniel Sturridge,Liverpool,20963,44,17/18
1,1,0,14,33.33,2,33.33,6,37.5,5,1,63.95,16,33.33,301,3,6,8,5,0,0,0,11,1,0,0,0,0,24,1,55,7,3,20.0,1,25.0,3,1,4,0,8,4,2,12.5,0,1,,0,0,0,Rony Lopes,AS Monaco,190147,1653,17/18
1,0,0,5,33.33,1,50.0,1,33.33,4,2,82.76,6,35.29,210,0,2,2,8,0,0,0,1,0,0,0,0,0,31,1,72,2,0,0.0,6,60.0,0,1,4,1,6,3,2,16.67,0,0,,0,0,0,Marco Asensio,Real Madrid,361004,2829,21/22
1,0,0,7,50.0,4,80.0,1,25.0,3,1,71.88,11,57.89,209,3,0,1,6,0,0,0,5,1,0,0,0,0,19,1,46,3,0,0.0,0,0.0,1,8,3,0,7,2,1,14.29,0,2,,0,0,0,Lorenzo Melgarejo,FC Spartak Moscow,156994,2323,17/18
1,1,0,14,37.84,1,8.33,5,41.67,0,0,74.58,15,30.61,341,10,5,12,5,0,0,0,8,0,0,0,0,0,15,0,44,2,0,0.0,1,100.0,1,0,0,2,13,4,2,7.69,0,7,,0,0,0,Jean-Kévin Augustin,RB Leipzig,352938,36360,17/18
1,0,0,7,53.85,2,66.67,2,40.0,2,0,84.21,9,56.25,129,3,2,1,2,0,0,0,1,0,0,0,0,0,22,0,48,1,2,33.33,3,100.0,2,1,0,0,2,1,1,50.0,0,1,0.06,0,0,0,Kenan Yıldız,Juventus,1149011,2687,24/25
1,0,0,3,42.86,2,100.0,1,50.0,0,0,85.71,5,55.56,51,2,2,0,2,0,0,0,0,0,0,0,0,0,2,0,12,0,0,0.0,1,100.0,1,2,1,0,2,2,0,50.0,0,0,0.41,0,0,0,Lautaro Martínez,Inter,823984,2697,24/25
1,0,0,9,47.37,0,0.0,2,33.33,2,0,82.22,9,47.37,155,5,3,0,2,0,0,0,2,0,0,0,0,0,26,0,37,1,0,0.0,1,100.0,0,0,3,0,4,3,0,25.0,0,0,0.25,0,0,0,Lamine Yamal,Barcelona,1402912,2817,24/25
1,0,0,4,36.36,3,60.0,0,0.0,1,0,65.12,7,43.75,166,3,4,4,2,0,0,0,1,1,0,0,0,0,9,2,28,3,0,0.0,0,0.0,0,0,2,0,6,2,2,16.67,1,6,0.82,0,0,0,Deniz Undav,VfB Stuttgart,794298,2677,24/25
1,0,0,3,37.5,0,0.0,2,66.67,1,0,67.86,3,33.33,123,0,0,3,2,0,0,0,1,0,0,0,0,0,12,0,19,1,0,0.0,2,100.0,0,0,1,0,7,4,2,14.29,0,1,1.3,0,0,0,Kylian Mbappé,Real Madrid,826643,2829,24/25
1,0,0,8,42.11,1,33.33,3,75.0,1,0,75.0,9,40.91,143,4,1,3,3,0,0,0,0,0,0,0,0,0,16,0,42,0,0,0.0,3,100.0,2,1,6,0,3,1,1,33.33,0,0,,0,0,0,Ousmane Dembélé,Barcelona,818244,2817,17/18
1,0,0,7,77.78,3,30.0,1,100.0,4,0,57.14,10,52.63,172,2,3,0,3,0,0,0,1,1,0,0,0,0,7,0,24,0,0,0.0,0,0.0,3,0,0,2,4,3,0,25.0,0,1,,0,0,0,Anthony Elanga,Manchester United,979232,35,21/22
1,1,0,5,55.56,4,33.33,1,100.0,0,0,73.97,9,42.86,219,4,1,2,4,0,0,0,7,0,0,0,0,0,31,0,54,3,1,50.0,2,100.0,1,1,1,0,8,2,0,12.5,0,1,,0,0,0,Haris Seferović,Benfica,50899,3006,17/18
1,0,0,6,66.67,0,0.0,3,60.0,2,1,72.5,6,54.55,179,1,0,1,2,0,0,0,1,0,0,0,0,0,14,1,29,4,2,50.0,1,100.0,0,0,0,0,8,4,1,12.5,2,1,0.54,0,0,0,Mohamed Salah,Liverpool,159665,44,24/25
1,0,0,11,44.0,0,0.0,3,30.0,5,0,81.63,11,39.29,162,3,3,2,2,0,0,0,0,0,0,0,0,0,20,0,40,1,0,0.0,0,0.0,1,1,3,0,4,2,1,25.0,0,2,0.16,0,0,0,Bukayo Saka,Arsenal,934235,42,24/25
1,0,0,4,57.14,0,0.0,1,50.0,3,2,77.42,4,44.44,180,0,1,0,2,0,0,0,0,0,0,0,0,0,15,2,24,5,0,0.0,0,0.0,0,3,1,0,1,1,0,100.0,0,0,0.79,0,0,0,Mehdi Taremi,Inter,812533,2697,24/25
1,0,0,9,52.94,0,0.0,3,42.86,3,1,71.08,9,50.0,180,3,1,2,2,0,0,0,2,0,0,0,0,0,33,1,59,8,3,27.27,4,50.0,2,1,1,0,7,1,2,14.29,0,2,0.54,0,0,1,Raphinha,Barcelona,831005,2817,24/25
1,0,0,6,75.0,2,100.0,2,100.0,3,1,81.71,8,80.0,134,1,1,0,2,0,0,0,2,0,0,0,0,0,30,1,67,3,3,37.5,3,100.0,1,0,1,1,5,1,1,20.0,0,1,0.86,0,0,0,Antoine Griezmann,Atlético Madrid,85859,2836,24/25
1,0,0,10,35.71,5,33.33,4,50.0,4,0,50.0,15,34.88,241,2,10,4,8,0,0,0,6,0,0,0,0,0,18,0,27,3,0,0.0,0,0.0,0,0,0,1,4,3,1,25.0,0,1,,0,0,0,Chukwubuike Adamu,Red Bull Salzburg,902381,2046,21/22
1,2,0,20,35.09,0,0.0,5,45.45,7,0,77.97,20,33.33,400,8,10,13,10,0,0,0,7,0,0,0,0,0,42,0,92,3,2,33.33,4,50.0,2,1,10,0,10,3,2,10.0,0,2,,0,0,0,Ángel Correa,Atlético Madrid,316152,2836,21/22
1,0,0,3,21.43,4,50.0,0,0.0,3,0,66.67,7,31.82,172,0,5,1,6,0,0,0,2,0,0,0,0,0,9,0,30,3,0,0.0,0,0.0,1,1,3,3,9,4,1,11.11,0,1,,0,0,0,Moise Kean,Juventus,835601,2687,21/22
1,3,0,24,45.28,11,68.75,7,53.85,6,0,75.0,35,50.72,354,11,7,10,5,0,0,0,14,1,0,0,0,0,13,0,75,2,0,0.0,0,0.0,1,4,6,1,8,5,1,12.5,0,1,,0,0,0,Cyle Larin,Beşiktaş,790179,3050,21/22
1,2,0,25,34.72,5,25.0,11,35.48,8,1,78.51,30,32.61,578,6,11,10,11,0,0,0,6,1,0,0,0,0,81,1,179,8,0,0.0,6,50.0,6,3,6,7,16,7,5,6.25,0,4,,0,0,0,Diogo Jota,Liverpool,606164,44,21/22
1,0,0,4,33.33,3,21.43,0,0.0,1,0,72.73,7,26.92,267,3,3,1,8,0,0,0,6,1,0,0,0,0,13,0,32,2,0,0.0,0,0.0,1,3,1,3,5,2,2,20.0,0,4,,0,0,0,Boulaye Dia,Villarreal,960080,2819,21/22
1,0,0,3,23.08,9,50.0,0,0.0,0,0,78.33,12,38.71,180,3,5,5,3,0,0,0,7,1,0,0,0,0,14,0,47,3,0,0.0,1,100.0,1,0,0,1,11,3,5,9.09,0,0,,0,0,0,Tiquinho Soares,FC Porto,789100,3002,17/18
1,0,0,4,33.33,3,21.43,1,100.0,3,0,79.63,7,26.92,248,0,2,3,5,0,0,0,7,1,0,0,0,0,11,0,43,3,1,12.5,2,66.67,2,1,4,0,3,2,0,33.33,0,1,,0,0,0,Leigh Griffiths,Celtic,32189,2352,17/18
1,1,0,16,33.33,5,25.0,6,37.5,1,0,75.61,21,30.88,383,9,8,11,7,0,0,0,6,2,0,0,0,0,23,0,62,3,0,0.0,4,100.0,1,6,4,7,21,9,3,4.76,0,8,,0,0,0,Álvaro Morata,Chelsea,125407,38,17/18
1,1,1,20,43.48,5,41.67,7,63.64,6,0,70.59,25,43.1,281,8,15,0,4,0,0,0,4,4,0,0,0,0,12,0,48,0,2,20.0,2,50.0,1,4,7,0,6,3,1,16.67,0,1,,0,0,0,Pedro Henrique,Qarabağ,219190,5962,17/18
1,3,0,47,47.47,8,34.78,14,43.75,7,3,80.42,55,45.08,899,27,11,15,10,0,0,0,7,1,0,0,0,0,115,4,271,22,0,0.0,11,61.11,1,9,10,5,38,9,7,2.63,2,7,,0,0,0,Luis Suárez,Barcelona,16943,2817,18/19
1,0,0,11,42.31,8,30.77,5,62.5,2,0,72.73,19,36.54,198,4,6,6,4,0,0,0,3,0,0,0,0,0,11,0,24,5,0,0.0,0,0.0,0,6,0,1,8,4,0,12.5,0,1,0.9,0,0,0,David Datro Fofana,1. FC Union Berlin,1090458,2547,23/24
1,1,0,21,52.5,1,20.0,11,57.89,9,0,72.92,22,48.89,198,1,3,4,4,0,0,0,3,0,0,0,0,0,28,0,35,3,1,12.5,3,75.0,1,0,4,2,10,5,4,10.0,0,2,1.32,0,0,0,Yankuba Minteh,Feyenoord,1400106,2959,23/24
1,0,0,9,50.0,1,33.33,4,50.0,1,1,75.0,10,47.62,158,4,2,3,5,0,0,0,2,0,0,0,0,0,16,0,36,2,1,33.33,0,0.0,0,0,1,1,5,1,1,20.0,1,0,0.41,0,0,0,Yorbe Vertessen,PSV Eindhoven,909958,2952,23/24
1,1,0,4,33.33,0,0.0,1,50.0,3,0,57.58,4,30.77,127,0,2,2,2,0,0,0,2,0,0,0,0,0,11,0,19,0,0,0.0,1,50.0,1,0,3,0,6,1,2,16.67,0,0,0.79,0,0,0,Ebrima Colley,Young Boys,928106,2445,23/24
1,0,0,4,80.0,5,41.67,1,100.0,3,0,74.07,9,52.94,125,0,0,1,4,0,0,0,4,0,0,0,0,0,8,0,20,2,1,100.0,2,100.0,0,2,0,0,3,1,0,33.33,0,1,0.68,0,0,0,Arthur Cabral,Benfica,870762,3006,23/24
1,1,0,21,39.62,3,50.0,6,40.0,3,1,77.82,24,40.68,584,12,4,9,8,0,0,0,8,0,0,0,0,0,97,4,193,11,6,19.35,20,64.52,1,2,10,0,13,6,5,7.69,0,2,0.58,0,0,0,Matteo Politano,Napoli,235672,2714,23/24
1,0,0,14,29.17,2,11.76,6,33.33,0,4,82.43,16,24.62,618,8,3,17,8,0,0,0,8,1,0,0,0,0,72,3,197,26,13,40.63,6,50.0,1,0,2,3,16,5,6,6.25,1,3,,0,0,0,Memphis Depay,Olympique Lyonnais,138833,1649,18/19
1,0,0,45,65.22,0,0.0,29,65.91,6,1,89.88,45,65.22,299,10,3,5,7,0,0,0,1,2,0,0,0,0,84,2,151,9,5,38.46,2,100.0,0,0,1,1,12,6,6,8.33,0,0,1.28,0,0,0,Jérémy Doku,Manchester City,934386,17,23/24
1,0,0,36,52.17,4,40.0,20,64.52,10,1,80.84,40,50.63,653,6,13,7,8,0,0,0,9,2,0,0,0,0,78,2,173,19,8,26.67,4,40.0,4,1,3,1,24,10,6,4.17,0,1,1.24,0,0,0,Johan Bakayoko,PSV Eindhoven,1088896,2952,23/24
1,1,0,0,0.0,0,0.0,0,0.0,0,0,63.64,0,0.0,37,0,2,0,2,0,0,0,2,0,0,0,0,0,3,0,7,1,0,0.0,0,0.0,0,0,0,0,7,3,1,14.29,0,0,0.53,0,0,0,Cédric Bakambu,Galatasaray,115665,3061,23/24
1,1,0,37,57.81,6,50.0,18,56.25,7,0,70.18,43,56.58,443,12,3,7,5,0,0,0,5,0,0,0,0,0,29,3,80,10,5,62.5,6,46.15,2,1,3,2,11,4,0,9.09,1,1,1.1,0,0,0,Rafael Leão,Milan,851284,2692,23/24
1,1,0,29,64.44,0,0.0,1,14.29,15,0,77.33,29,63.04,413,13,2,3,6,0,0,0,6,0,0,0,0,0,63,1,116,4,0,0.0,4,50.0,4,2,5,1,12,4,2,8.33,0,1,1.39,0,0,0,Miguel Almirón,Newcastle United,333373,39,23/24
1,1,0,29,41.43,2,66.67,12,32.43,11,2,79.61,31,42.47,415,6,5,10,6,0,0,0,8,1,0,0,0,0,93,3,164,12,11,21.57,10,90.91,2,0,1,0,10,5,4,10.0,1,2,1.07,0,0,1,Ousmane Dembélé,Barcelona,818244,2817,22/23
1,0,0,15,48.39,4,36.36,4,100.0,7,1,82.88,19,45.24,405,4,3,10,6,0,0,0,9,0,0,0,0,0,70,1,184,9,4,20.0,8,72.73,2,1,3,3,21,11,2,4.76,1,6,2.53,0,0,0,Antoine Griezmann,Atlético Madrid,85859,2836,22/23
1,0,0,13,38.24,7,70.0,4,33.33,4,0,81.05,20,45.45,269,5,6,7,3,0,0,0,5,0,0,0,0,0,42,0,77,3,0,0.0,2,66.67,0,0,1,0,9,3,2,11.11,0,2,0.49,0,0,0,Luis Díaz,Liverpool,883537,44,22/23
1,1,0,1,50.0,0,0.0,0,0.0,0,0,100.0,1,50.0,9,1,1,0,1,0,0,0,1,0,0,0,0,0,2,0,4,0,0,0.0,0,0.0,0,0,0,0,1,1,0,100.0,0,0,,0,0,0,Stephen Odey,KRC Genk,905936,2890,19/20
1,1,0,13,52.0,7,53.85,1,100.0,3,2,75.31,20,52.63,235,9,4,8,5,0,0,0,3,0,0,0,0,0,13,1,61,2,0,0.0,9,100.0,0,6,1,1,2,1,0,50.0,0,1,0.25,0,0,0,Paulinho,Sporting,205790,3001,22/23
1,0,0,7,50.0,1,100.0,2,40.0,4,0,87.1,8,53.33,69,1,1,2,5,0,0,0,1,0,0,0,0,0,9,0,27,3,1,50.0,0,0.0,1,0,1,0,2,2,0,50.0,0,0,0.27,0,0,0,Faride Alidou,Eintracht Frankfurt,994197,2674,22/23
1,0,0,2,12.5,3,42.86,0,0.0,2,0,66.67,5,21.74,131,0,4,8,5,0,0,0,5,0,0,0,0,0,1,0,12,0,0,0.0,0,0.0,0,1,2,0,2,1,1,50.0,0,0,0.25,0,0,0,Kevin Kelsy,Shakhtar Donetsk,1188972,3313,23/24
1,0,0,0,0.0,1,100.0,0,0.0,0,0,83.33,1,100.0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,5,2,0,0.0,0,0.0,0,0,0,0,1,1,0,100.0,0,0,0.23,0,0,0,Henrique Araújo,Benfica,998870,3006,22/23
1,1,0,15,62.5,1,100.0,5,71.43,5,1,83.95,16,64.0,193,5,4,2,5,0,0,0,2,0,0,0,0,0,31,2,68,5,0,0.0,1,100.0,1,0,1,0,3,2,0,33.33,0,1,,0,0,0,Vinícius Júnior,Real Madrid,868812,2829,19/20
1,0,0,4,30.77,3,27.27,1,100.0,0,0,96.43,7,29.17,119,3,5,4,4,0,0,0,4,0,0,0,0,0,10,0,27,1,0,0.0,2,100.0,0,4,0,0,10,5,1,10.0,0,1,,0,0,0,Raúl de Tomás,Benfica,138387,3006,19/20
1,1,0,14,40.0,2,16.67,6,50.0,2,0,78.46,16,34.04,220,6,8,5,6,0,0,0,6,0,0,0,0,0,31,0,51,5,1,16.67,2,66.67,0,2,3,0,14,7,2,7.14,0,2,,0,0,0,Luis Muriel,Atalanta,119242,2686,19/20
1,1,0,32,45.71,3,42.86,16,53.33,12,1,78.7,35,45.45,399,4,8,9,7,0,0,0,2,0,0,0,0,0,57,2,133,6,3,25.0,7,63.64,1,2,7,0,9,1,4,11.11,1,2,0.4,0,0,0,Ander Barrenetxea,Real Sociedad,966862,2824,23/24
1,2,0,11,40.74,11,50.0,3,37.5,2,1,61.11,22,44.9,340,6,6,5,6,0,0,0,4,0,0,0,0,0,18,1,33,4,0,0.0,0,0.0,2,3,0,0,8,4,2,12.5,1,2,1.2,0,0,0,Roko Šimić,Red Bull Salzburg,1048950,2046,23/24
1,0,0,19,61.29,3,75.0,7,63.64,3,0,77.27,22,62.86,459,10,2,6,8,0,0,0,5,0,0,0,0,0,33,2,102,5,2,40.0,3,50.0,0,4,0,1,23,11,5,4.35,0,1,2.09,0,0,0,Donyell Malen,Borussia Dortmund,803039,2673,23/24
1,0,0,28,52.83,2,28.57,11,61.11,10,1,79.1,30,50.0,464,7,7,5,9,0,0,0,6,0,0,0,0,0,44,3,106,8,4,20.0,3,33.33,2,2,6,1,12,4,3,8.33,1,3,1.31,0,0,0,Hirving Lozano,Napoli,385320,2714,22/23
1,0,0,1,20.0,2,100.0,0,0.0,0,0,87.5,3,42.86,45,1,2,1,1,0,0,0,0,0,0,0,0,0,2,0,7,0,0,0.0,0,0.0,0,1,1,0,1,1,0,100.0,0,0,0.11,0,0,0,Jan Kliment,Viktoria Plzeň,151739,4502,22/23
1,0,0,17,56.67,12,57.14,0,0.0,11,0,89.18,29,56.86,302,6,8,3,5,0,0,0,1,1,0,0,0,0,36,1,173,6,1,33.33,7,100.0,5,11,4,0,5,1,1,20.0,0,2,,0,0,0,Marouane Fellaini,Manchester United,21764,35,18/19
1,1,0,3,42.86,4,40.0,1,100.0,0,1,71.43,7,41.18,114,2,2,1,2,0,0,0,4,0,0,0,0,0,8,1,35,1,0,0.0,1,25.0,0,0,1,1,4,3,0,25.0,0,0,,0,0,0,Jonas,Benfica,47906,3006,18/19
1,0,0,4,66.67,2,66.67,1,100.0,2,0,77.5,6,66.67,101,1,0,2,3,0,0,0,2,1,0,0,0,0,10,0,31,1,0,0.0,0,0.0,0,1,0,0,5,2,0,20.0,1,0,,0,0,0,Steven Zuber,TSG Hoffenheim,37752,2569,18/19
1,0,0,59,54.63,7,35.0,39,60.94,3,3,75.0,66,51.56,913,17,11,14,11,0,0,0,8,0,0,0,0,0,70,5,165,17,6,24.0,11,68.75,3,7,0,4,19,3,6,5.26,2,1,1.58,0,0,1,Rafael Leão,Milan,851284,2692,22/23
1,0,0,7,77.78,0,0.0,4,80.0,0,0,83.33,7,77.78,58,3,0,1,4,0,0,0,1,0,0,0,0,0,10,0,15,1,0,0.0,0,0.0,0,2,0,0,1,1,0,100.0,0,0,0.26,0,0,0,Antonio Nusa,Club Brugge KV,1121923,2888,22/23
1,0,0,21,56.76,13,41.94,2,28.57,4,1,81.82,34,50.0,518,15,5,3,8,0,0,0,2,0,0,0,0,0,36,1,108,6,0,0.0,1,50.0,1,4,3,1,9,2,3,11.11,0,6,0.85,0,0,0,Evanilson,FC Porto,998490,3002,22/23
1,1,0,11,39.29,4,28.57,1,25.0,9,1,51.16,15,35.71,204,1,6,6,6,0,0,0,3,2,0,0,0,0,6,0,22,2,3,60.0,0,0.0,1,0,2,1,5,3,0,20.0,0,4,1.31,0,0,0,Chukwubuike Adamu,Red Bull Salzburg,902381,2046,22/23
1,0,0,4,50.0,0,0.0,2,66.67,0,0,87.5,4,50.0,131,2,0,2,3,0,0,0,2,0,0,0,0,0,22,1,56,5,0,0.0,1,100.0,1,0,1,1,2,1,0,50.0,0,0,0.88,0,0,0,Eden Hazard,Real Madrid,27583,2829,22/23
1,0,0,6,42.86,1,25.0,1,50.0,3,0,78.05,7,38.89,206,2,2,2,5,0,0,0,1,0,0,0,0,0,12,0,64,5,2,28.57,2,28.57,3,3,3,0,4,1,1,25.0,0,0,0.25,0,0,0,Thorgan Hazard,Borussia Dortmund,94286,2673,22/23
1,1,0,29,34.94,23,42.59,3,23.08,8,2,66.84,52,37.96,494,18,10,27,6,0,0,0,9,0,0,0,0,0,35,2,131,9,0,0.0,17,80.95,2,6,9,0,2,1,0,50.0,0,0,0.48,0,0,0,Bruno Petković,GNK Dinamo Zagreb,309306,2032,22/23
1,0,0,5,38.46,5,50.0,1,25.0,0,0,72.92,10,43.48,244,4,4,1,6,0,0,0,3,0,0,0,0,0,6,2,35,2,0,0.0,0,0.0,0,3,0,1,5,2,0,20.0,1,3,0.46,0,0,0,Lassina Traoré,Shakhtar Donetsk,911719,3313,22/23
1,1,0,23,38.33,18,64.29,8,36.36,1,2,66.24,41,46.59,720,14,7,14,8,0,0,0,6,1,0,0,0,0,77,3,155,9,1,11.11,18,75.0,2,5,3,3,22,6,6,4.55,0,2,3.6,0,0,0,Harry Kane,Tottenham Hotspur,108579,33,22/23
1,2,0,18,58.06,3,50.0,4,44.44,9,1,75.48,21,56.76,413,5,4,4,9,0,0,0,1,1,0,0,0,0,57,2,117,6,7,28.0,10,55.56,1,6,1,0,13,4,4,7.69,0,1,1.27,0,0,1,Matteo Politano,Napoli,235672,2714,22/23
1,0,0,1,20.0,0,0.0,1,33.33,0,0,75.47,1,16.67,166,0,0,2,2,0,0,0,3,0,0,0,0,0,13,0,40,2,1,25.0,3,100.0,1,2,0,0,4,2,0,25.0,0,0,,0,0,0,Arnaut Danjuma,Club Brugge KV,827064,2888,18/19
1,0,0,4,50.0,4,50.0,2,100.0,0,0,80.0,8,50.0,73,2,4,2,5,0,0,0,0,0,0,0,0,0,9,0,16,3,0,0.0,2,100.0,0,2,0,1,5,1,0,20.0,1,2,,0,0,0,Mariano Díaz,Real Madrid,175753,2829,18/19
