goals,yellowCards,redCards,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,successfulDribbles,successfulDribblesPercentage,tackles,assists,accuratePassesPercentage,totalDuelsWon,totalDuelsWonPercentage,minutesPlayed,wasFouled,fouls,dispossessed,appearances,saves,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,highClaims,successfulRunsOut,punches,runsOut,accurateFinalThirdPasses,bigChancesCreated,accuratePasses,keyPasses,accurateCrosses,accurateCrossesPercentage,accurateLongBalls,accurateLongBallsPercentage,interceptions,clearances,dribbledPast,bigChancesMissed,totalShots,shotsOnTarget,blockedShots,goalConversionPercentage,hitWoodwork,offsides,expectedGoals,errorLeadToGoal,errorLeadToShot,passToAssist,player,team,player id,team id,Year
0,0,0,2,100.0,0,0.0,0,0.0,2,0,63.16,2,50.0,69,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,12,1,0,0.0,0,0.0,1,0,0,1,2,2,0,0.0,0,2,,0,0,0,Luciano Vietto,Atlético Madrid,249407,2836,17/18
0,0,0,0,0.0,0,0.0,0,0.0,0,0,90.0,0,0.0,27,0,0,0,1,0,0,0,1,0,0,0,0,0,4,0,9,1,0,0.0,1,100.0,2,0,0,0,0,0,0,0.0,0,0,,0,0,0,Andreas Makris,APOEL Nicosia,293185,3398,17/18
0,0,0,3,60.0,0,0.0,0,0.0,1,0,93.75,3,30.0,81,2,2,0,2,0,0,0,2,1,0,0,0,0,6,0,15,1,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,1,,0,0,0,Vladyslav Supryaga,Dynamo Kyiv,922186,3305,21/22
0,0,0,1,100.0,0,0.0,0,0.0,1,0,100.0,1,50.0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0.0,0,0,0,0,1,0,1,0.0,0,0,,0,0,0,Roko Šimić,Red Bull Salzburg,1048950,2046,21/22
0,1,0,9,47.37,2,28.57,2,40.0,3,0,72.41,11,42.31,169,4,3,4,5,0,0,0,6,0,0,0,0,0,9,0,21,1,1,33.33,1,50.0,1,0,0,1,3,1,0,0.0,0,1,,0,0,0,Tiago Tomás,Sporting,983540,3001,21/22
0,0,0,5,55.56,7,53.85,0,0.0,2,0,71.43,12,54.55,152,3,2,2,6,0,0,0,4,0,0,0,0,0,7,0,15,0,0,0.0,0,0.0,0,1,0,0,1,0,1,0.0,0,0,,0,0,0,Toni Martínez,FC Porto,831253,3002,21/22
0,1,0,4,57.14,5,50.0,0,0.0,2,0,77.55,9,52.94,160,2,1,2,4,0,0,0,3,0,0,0,0,0,18,0,38,0,1,100.0,0,0.0,0,1,0,0,3,0,1,0.0,0,6,,0,1,0,Zlatan Ibrahimović,Milan,2089,2692,21/22
0,0,0,1,20.0,0,0.0,1,50.0,0,0,88.89,1,16.67,72,0,1,1,1,0,0,0,2,0,0,0,0,0,3,0,8,2,0,0.0,0,0.0,1,0,1,0,3,1,2,0.0,0,2,,0,0,0,Ferran Torres,Manchester City,855833,17,21/22
0,0,0,3,21.43,6,42.86,2,40.0,1,0,70.0,9,32.14,233,0,4,2,6,0,0,0,4,1,0,0,0,0,19,0,42,1,1,50.0,1,100.0,2,1,2,0,6,3,0,0.0,0,2,,0,0,0,Benjamin Šeško,Red Bull Salzburg,986397,2046,21/22
0,0,0,1,50.0,7,58.33,0,0.0,0,0,62.96,8,57.14,68,1,2,0,3,0,0,0,5,1,0,0,0,0,1,0,17,0,0,0.0,0,0.0,0,2,0,0,2,1,0,0.0,0,2,,0,0,0,Bas Dost,Club Brugge KV,32260,2888,21/22
0,0,0,4,50.0,4,40.0,0,0.0,1,0,50.0,8,44.44,115,3,3,1,5,0,0,0,1,1,0,0,0,0,2,0,14,1,0,0.0,0,0.0,0,0,0,0,1,0,0,0.0,0,3,,0,0,0,Brian Brobbey,Ajax,910048,2953,21/22
0,0,0,3,42.86,14,60.87,1,50.0,0,1,62.5,17,56.67,276,3,1,1,6,0,0,0,3,0,0,0,0,0,18,1,40,3,0,0.0,2,100.0,1,6,1,2,6,1,2,0.0,0,2,,0,0,0,Artem Dzyuba,Zenit St. Petersburg,19367,2321,21/22
0,2,0,9,39.13,17,60.71,1,33.33,2,0,67.35,26,50.98,398,6,11,0,5,0,0,0,6,1,0,0,0,0,25,0,66,4,0,0.0,4,100.0,0,4,4,2,8,3,1,0.0,0,0,,0,0,0,Wout Weghorst,VfL Wolfsburg,252215,2524,21/22
0,1,0,4,80.0,0,0.0,0,0.0,1,0,80.0,4,80.0,22,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,,0,0,0,Shola Shoretire,Manchester United,966655,35,21/22
0,0,0,5,33.33,0,0.0,3,37.5,0,0,74.51,5,31.25,122,2,1,2,3,0,0,0,2,1,0,0,0,0,16,0,38,2,2,20.0,3,100.0,0,0,2,0,4,1,1,0.0,0,1,,0,0,0,Ousmane Dembélé,Barcelona,818244,2817,21/22
0,2,0,4,30.77,15,71.43,0,0.0,2,0,61.4,19,55.88,261,2,5,3,5,0,0,0,3,1,0,0,0,0,9,0,35,1,0,0.0,0,0.0,2,3,1,1,5,3,0,0.0,0,5,,0,0,0,Olivier Giroud,Milan,39070,2692,21/22
0,0,0,23,56.1,2,22.22,14,70.0,5,0,75.38,25,50.0,296,4,2,6,6,0,0,0,7,0,0,0,0,0,22,0,49,1,1,100.0,3,100.0,1,1,4,0,2,0,1,0.0,0,2,,0,0,0,Dodi Lukebakio,VfL Wolfsburg,823631,2524,21/22
0,0,0,5,38.46,4,57.14,1,25.0,0,0,74.07,9,45.0,93,4,1,2,3,0,0,0,0,0,0,0,0,0,6,0,20,0,0,0.0,1,100.0,0,0,2,0,1,0,0,0.0,0,1,,0,0,0,Vitinho,Dynamo Kyiv,982405,3305,21/22
0,1,0,1,33.33,1,33.33,0,0.0,0,0,66.67,2,33.33,26,1,0,1,2,0,0,0,1,0,0,0,0,0,2,0,6,0,0,0.0,1,100.0,0,0,0,0,0,0,0,0.0,0,0,,0,0,0,Wesley Moraes,Club Brugge KV,798314,2888,21/22
0,0,0,1,50.0,0,0.0,0,0.0,0,0,0.0,1,33.33,20,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,1,,0,0,0,Iván Romero,Sevilla,1014042,2833,21/22
0,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,9,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,,0,0,0,Daniel Ginczek,VfL Wolfsburg,48022,2524,21/22
0,1,0,0,0.0,0,0.0,0,0.0,0,0,100.0,0,0.0,8,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,,0,0,0,Dentinho,Shakhtar Donetsk,108482,3313,21/22
0,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,9,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,,0,0,0,Liam Delap,Manchester City,997087,17,21/22
0,0,0,5,45.45,1,33.33,2,40.0,2,1,86.36,6,42.86,123,1,0,0,4,0,0,0,1,1,0,0,0,0,15,1,38,3,0,0.0,0,0.0,1,0,3,0,2,2,0,0.0,0,0,,1,0,0,Jesse Lingard,Manchester United,205508,35,21/22
0,2,0,14,37.84,1,50.0,7,53.85,3,0,83.01,15,38.46,347,4,5,5,9,0,0,0,9,0,0,0,0,0,26,0,127,2,0,0.0,4,100.0,3,1,7,0,0,0,0,0.0,0,0,,0,0,0,Adel Taarabt,Benfica,18126,3006,21/22
0,0,0,2,33.33,0,0.0,0,0.0,1,0,83.33,2,25.0,30,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0.0,0,0.0,0,0,1,0,0,0,0,0.0,0,0,,0,0,0,Daniel Maldini,Milan,970928,2692,21/22
0,0,0,16,55.17,10,50.0,5,55.56,7,0,64.29,26,53.06,440,4,3,3,5,0,0,0,12,1,0,0,0,0,16,0,108,4,2,25.0,4,26.67,3,11,3,0,0,0,0,0.0,0,0,,0,0,0,Jo Inge Berget,Malmö FF,28164,1892,21/22
0,0,0,0,0.0,0,0.0,0,0.0,0,0,66.67,0,0.0,19,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,1,,0,0,0,Eric Ramírez,Dynamo Kyiv,877427,3305,21/22
0,1,0,0,0.0,2,40.0,0,0.0,0,0,73.91,2,22.22,104,0,2,2,2,0,0,0,0,0,0,0,0,0,5,0,17,1,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,,0,0,0,Islam Slimani,Sporting,238708,3001,21/22
0,0,0,0,0.0,1,100.0,0,0.0,0,0,66.67,1,100.0,19,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,,0,0,0,Gareth Bale,Real Madrid,15354,2829,21/22
0,0,0,25,45.45,3,33.33,8,47.06,7,1,63.64,28,43.75,359,10,2,16,6,0,0,0,8,1,0,0,0,0,27,0,56,3,0,0.0,5,62.5,2,2,3,0,5,0,1,0.0,0,0,,0,0,0,Veljko Birmančević,Malmö FF,831510,1892,21/22
0,0,0,3,30.0,1,100.0,0,0.0,1,0,84.0,4,36.36,106,2,1,1,5,0,0,0,2,0,0,0,0,0,11,0,21,0,0,0.0,1,100.0,0,0,2,0,1,1,0,0.0,0,1,,0,0,0,Joaquín Correa,Inter,249929,2697,21/22
0,0,0,4,33.33,2,50.0,0,0.0,0,0,79.31,6,37.5,115,4,5,4,4,0,0,0,3,1,0,0,0,0,2,0,23,1,0,0.0,1,100.0,0,3,0,0,2,0,0,0.0,0,0,,0,0,0,Malik Abubakari,Malmö FF,987566,1892,21/22
0,0,0,2,40.0,5,35.71,2,50.0,0,0,66.67,7,36.84,105,0,0,0,2,0,0,0,2,0,0,0,0,0,7,0,16,0,0,0.0,0,0.0,1,2,1,0,0,0,0,0.0,0,2,,0,0,0,Ilia Shkurin,Dynamo Kyiv,1017144,3305,21/22
0,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,,0,0,0,Max Woltman,Liverpool,1110108,44,21/22
0,0,0,2,100.0,0,0.0,0,0.0,2,0,0.0,2,100.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,,0,0,0,Cosimo Marco Da Graca,Juventus,997112,2687,21/22
0,0,0,0,0.0,0,0.0,0,0.0,0,0,100.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,,0,0,0,Rodrigo Ribeiro,Sporting,1215904,3001,21/22
0,0,0,0,0.0,2,50.0,0,0.0,0,0,50.0,2,50.0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0.0,0,0.0,0,1,0,2,3,1,1,0.0,0,0,,0,0,0,Haris Seferović,Benfica,50899,3006,21/22
0,0,0,0,0.0,1,100.0,0,0.0,0,0,50.0,1,50.0,12,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0.0,0,0,0,1,0,0,0,0.0,0,0,,0,0,0,Mariano Díaz,Real Madrid,175753,2829,21/22
0,0,0,2,16.67,1,33.33,0,0.0,1,0,50.0,3,20.0,99,1,4,3,2,0,0,0,2,0,0,0,0,0,3,0,10,0,0,0.0,1,50.0,0,0,2,1,1,0,1,0.0,0,1,,0,0,0,Steffen Tigges,Borussia Dortmund,826884,2673,21/22
0,1,1,3,42.86,2,25.0,0,0.0,0,0,75.0,5,33.33,83,3,5,2,2,0,0,0,1,0,0,0,0,0,1,0,6,0,0,0.0,0,0.0,0,1,0,0,3,0,1,0.0,0,0,,0,0,0,Youssef En-Nesyri,Sevilla,846470,2833,21/22
0,0,0,18,43.9,2,100.0,7,46.67,9,0,65.71,20,46.51,298,2,5,5,5,0,0,0,9,1,0,0,0,0,34,0,69,2,0,0.0,2,18.18,3,1,5,0,6,0,3,0.0,0,1,,0,0,0,Kamal Sowah,Club Brugge KV,927440,2888,21/22
0,0,0,2,15.38,0,0.0,1,20.0,1,0,78.57,2,12.5,60,0,4,1,4,0,0,0,2,1,0,0,0,0,7,0,11,0,0,0.0,0,0.0,1,0,2,0,1,0,1,0.0,0,1,,0,0,0,Felix Mambimbi,Young Boys,910076,2445,21/22
0,1,0,0,0.0,0,0.0,0,0.0,0,0,100.0,0,0.0,20,0,2,1,1,0,0,0,1,0,0,0,0,0,4,0,5,0,0,0.0,0,0.0,0,0,1,0,2,0,1,0.0,0,0,,0,0,0,Youssoufa Moukoko,Borussia Dortmund,997006,2673,21/22
0,0,0,1,33.33,0,0.0,1,33.33,0,0,80.0,1,25.0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0.0,0,0.0,0,0,0,0,1,0,1,0.0,0,0,,0,0,0,Sergio Agüero,Barcelona,17094,2817,21/22
0,0,0,0,0.0,1,50.0,0,0.0,0,0,55.56,1,33.33,51,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,5,1,0,0.0,0,0.0,0,1,1,1,1,0,0,0.0,0,4,,0,0,0,Mauro Icardi,Paris Saint-Germain,233114,1644,21/22
0,0,0,8,42.11,0,0.0,3,60.0,2,0,88.24,8,28.57,142,3,6,3,5,0,0,0,2,0,0,0,0,0,4,0,15,1,0,0.0,0,0.0,3,2,2,2,4,1,1,0.0,0,0,,0,0,0,Matheus Cunha,Atlético Madrid,886363,2836,21/22
0,1,0,5,45.45,1,100.0,1,50.0,3,0,41.67,6,50.0,28,1,3,0,3,0,0,0,3,0,0,0,0,0,2,0,5,0,0,0.0,0,0.0,1,0,2,1,1,0,0,0.0,1,1,,0,0,0,Ansgar Knauff,Borussia Dortmund,997012,2673,21/22
0,0,0,1,14.29,4,57.14,0,0.0,0,0,80.0,5,35.71,179,1,1,4,3,0,0,0,2,1,0,0,0,0,7,1,28,1,0,0.0,0,0.0,1,0,1,3,6,2,0,0.0,0,2,,0,0,0,Luuk de Jong,Barcelona,40878,2817,21/22
0,1,0,0,0.0,0,0.0,0,0.0,0,0,100.0,0,0.0,19,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0.0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,,0,0,0,Maxim Cojocaru,Sheriff Tiraspol,842972,5173,21/22
0,0,0,12,46.15,1,20.0,6,54.55,2,3,83.2,13,41.94,298,4,2,4,5,0,0,0,3,0,0,0,0,0,35,1,104,11,7,36.84,4,66.67,5,1,3,1,7,5,1,0.0,0,1,,0,0,0,Federico Bernardeschi,Juventus,294597,2687,21/22
0,0,0,3,60.0,0,0.0,1,100.0,1,0,85.71,3,60.0,32,1,0,2,1,0,0,0,0,0,0,0,0,0,8,1,12,1,0,0.0,1,100.0,0,0,0,0,1,1,0,0.0,0,0,,0,0,0,Marcus Edwards,Sporting,795066,3001,21/22
0,0,0,5,62.5,0,0.0,0,0.0,2,0,77.46,5,50.0,142,3,0,2,3,0,0,0,2,0,0,0,0,0,22,2,55,4,2,40.0,2,66.67,2,1,0,0,3,0,1,0.0,0,0,,0,0,0,Thorgan Hazard,Borussia Dortmund,94286,2673,21/22
0,3,0,35,61.4,1,25.0,19,63.33,8,1,70.2,36,59.02,528,8,2,9,6,0,0,0,17,2,0,0,0,0,83,0,139,7,3,10.71,5,55.56,4,0,0,1,10,5,3,0.0,0,5,,0,0,0,Noa Lang,Club Brugge KV,875136,2888,21/22
0,0,0,25,60.98,6,37.5,6,42.86,8,1,72.39,31,54.39,500,11,1,5,6,0,0,0,15,2,0,0,0,0,51,1,97,11,3,25.0,4,57.14,1,2,2,1,9,6,1,0.0,0,10,,0,0,0,Charles De Ketelaere,Club Brugge KV,960441,2888,21/22
0,0,0,23,46.94,2,33.33,15,68.18,3,0,83.41,25,45.45,525,6,4,14,6,0,0,0,7,2,0,0,0,0,101,2,191,17,14,34.15,4,100.0,1,0,1,0,6,0,5,0.0,0,4,,0,0,0,Memphis Depay,Barcelona,138833,2817,21/22
0,0,0,19,54.29,10,52.63,3,37.5,2,0,82.61,29,53.7,313,15,9,3,4,0,0,0,5,1,0,0,0,0,24,0,57,2,0,0.0,0,0.0,0,4,1,1,4,1,1,0.0,1,2,,0,0,0,Evanilson,FC Porto,998490,3002,21/22
0,0,0,7,63.64,0,0.0,3,60.0,2,0,84.62,7,53.85,90,2,0,0,2,0,0,0,1,0,0,0,0,0,5,0,11,0,0,0.0,0,0.0,1,0,2,0,1,0,0,0.0,0,0,,0,0,0,Maximilian Philipp,VfL Wolfsburg,171927,2524,21/22
0,0,0,5,50.0,0,0.0,5,62.5,0,0,84.0,5,50.0,56,0,0,2,2,0,0,0,1,0,0,0,0,0,11,0,21,0,0,0.0,0,0.0,1,1,0,0,4,1,0,0.0,0,0,,0,0,0,Mohamed Daramy,Ajax,957279,2953,21/22
0,1,0,15,75.0,1,16.67,7,87.5,4,0,93.02,16,61.54,184,4,2,2,3,0,0,0,5,0,0,0,0,0,10,0,40,1,0,0.0,0,0.0,2,0,0,0,1,0,0,0.0,0,2,,0,0,0,Alex Teixeira,Beşiktaş,39649,3050,21/22
0,1,0,3,23.08,3,50.0,2,50.0,0,1,58.33,6,31.58,152,1,4,2,4,0,0,0,3,1,0,0,0,0,14,1,28,2,0,0.0,0,0.0,1,4,2,0,5,1,1,0.0,0,1,,0,0,0,Yussuf Poulsen,RB Leipzig,135264,36360,21/22
0,0,0,15,46.88,1,100.0,9,90.0,4,0,90.23,16,48.48,322,2,2,11,5,0,0,0,3,1,0,0,0,0,50,1,120,10,0,0.0,5,100.0,1,0,3,0,7,1,2,0.0,1,2,,0,0,0,Manor Solomon,Shakhtar Donetsk,862223,3313,21/22
0,0,0,4,66.67,0,0.0,2,66.67,1,1,81.82,4,57.14,33,1,1,0,2,0,0,0,2,0,0,0,0,0,8,1,9,1,0,0.0,0,0.0,0,0,0,0,1,0,1,0.0,0,0,,0,0,0,Aleksei Miranchuk,Atalanta,324353,2686,21/22
0,0,0,8,47.06,0,0.0,0,0.0,5,1,81.45,8,44.44,210,3,3,3,5,0,0,0,5,2,0,0,0,0,32,2,101,4,3,25.0,11,57.89,0,1,2,0,4,1,2,0.0,0,0,,0,0,0,Teun Koopmeiners,Atalanta,803033,2686,21/22
0,0,0,6,54.55,1,100.0,2,66.67,1,0,90.57,7,58.33,83,3,1,1,3,0,0,0,2,0,0,0,0,0,27,0,48,2,0,0.0,0,0.0,0,0,2,0,3,3,0,0.0,0,0,,0,0,0,Eden Hazard,Real Madrid,27583,2829,21/22
0,0,0,0,0.0,0,0.0,0,0.0,0,0,100.0,0,0.0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0.0,0,0.0,0,0,0,0,1,0,1,0.0,0,0,,0,0,0,Daniil Kuznetsov,Zenit St. Petersburg,1127856,2321,21/22
0,0,0,28,63.64,1,12.5,15,68.18,4,0,82.09,29,55.77,401,9,2,5,6,0,0,0,5,0,0,0,0,0,55,1,110,11,5,31.25,3,60.0,2,1,2,0,8,5,3,0.0,0,2,,0,0,0,Jérémy Doku,Stade Rennais,934386,1658,20/21
0,0,0,0,0.0,0,0.0,0,0.0,0,0,100.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0.0,0,0.0,0,0,1,0,0,0,0,0.0,0,0,0.0,0,0,0,Andreas Schjelderup,Benfica,1100952,3006,22/23
0,0,0,0,0.0,1,16.67,0,0.0,0,0,66.67,1,12.5,45,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0.0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0.0,0,0,0,Mamoudou Karamoko,FC København,974196,1284,22/23
0,1,0,5,22.73,0,0.0,1,14.29,2,0,62.5,5,21.74,96,2,4,3,4,0,0,0,3,3,0,0,0,0,6,0,15,1,0,0.0,1,33.33,0,0,4,0,4,1,2,0.0,0,0,0.12,0,0,0,Mavis Tchibota,Maccabi Haifa,155668,5197,22/23
0,0,0,2,40.0,0,0.0,2,50.0,0,0,65.22,2,33.33,97,0,0,1,2,0,0,0,3,0,0,0,0,0,4,0,15,0,0,0.0,0,0.0,0,1,0,1,3,1,1,0.0,0,0,0.32,0,0,0,Roony Bardghji,FC København,1162107,1284,22/23
0,0,0,29,44.62,1,12.5,12,37.5,6,0,85.32,30,41.1,510,11,0,14,6,0,0,0,17,1,0,0,0,0,40,0,93,3,4,44.44,1,25.0,1,0,2,0,7,1,3,0.0,1,3,0.29,0,0,0,Ryan Kent,Rangers,604838,2351,22/23
0,1,0,4,17.39,2,33.33,1,16.67,2,0,73.91,6,20.69,234,1,5,6,6,0,0,0,4,0,0,0,0,0,16,0,51,0,0,0.0,3,60.0,3,0,3,1,4,1,2,0.0,0,0,0.54,0,0,0,Charles De Ketelaere,Milan,960441,2692,22/23
0,0,0,1,16.67,0,0.0,0,0.0,0,0,70.0,1,16.67,37,1,0,0,2,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0.0,0,0.0,0,1,1,0,0,0,0,0.0,0,0,0.0,0,0,0,Jamie Gittens,Borussia Dortmund,1140599,2673,22/23
0,0,0,3,21.43,6,30.0,0,0.0,0,0,65.85,9,26.47,283,3,3,5,6,0,0,0,13,0,0,0,0,0,3,0,27,0,0,0.0,1,100.0,1,2,3,2,4,1,1,0.0,0,4,0.23,0,0,0,Antonio Čolak,Rangers,142395,2351,22/23
0,1,0,3,27.27,2,40.0,2,50.0,1,0,76.32,5,31.25,110,0,1,4,4,0,0,0,3,0,0,0,0,0,15,0,29,1,0,0.0,1,100.0,0,0,1,1,3,1,1,0.0,0,0,0.5,0,0,0,Roman Yaremchuk,Club Brugge KV,829296,2888,22/23
0,0,0,3,15.79,1,12.5,2,22.22,1,0,89.0,4,14.81,239,0,6,5,6,0,0,0,5,0,0,0,0,0,36,0,89,1,0,0.0,2,100.0,0,0,1,2,13,2,5,0.0,0,0,0.87,0,0,0,Ansu Fati,Barcelona,962883,2817,22/23
0,0,0,1,33.33,1,33.33,0,0.0,0,0,100.0,2,33.33,14,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0.0,0,1,1,0,0,0,0,0.0,0,1,0.0,0,0,0,Rodrigo Pinho,Benfica,801339,3006,22/23
0,0,0,0,0.0,2,66.67,0,0.0,0,0,33.33,2,40.0,25,0,0,2,2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,1,0.0,0,0,0,Lucas Alario,Eintracht Frankfurt,249893,2674,22/23
0,0,0,0,0.0,1,50.0,0,0.0,0,0,50.0,1,25.0,20,0,1,1,2,0,0,0,2,0,0,0,0,0,1,0,3,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,Orri Steinn Óskarsson,FC København,1026015,1284,22/23
0,0,0,0,0.0,0,0.0,0,0.0,0,0,100.0,0,0.0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,Cyle Larin,Club Brugge KV,790179,2888,22/23
0,0,0,1,25.0,0,0.0,1,33.33,0,0,87.5,1,25.0,15,0,0,1,1,0,0,0,0,0,0,0,0,0,6,0,14,0,0,0.0,1,50.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,Memphis Depay,Barcelona,138833,2817,22/23
0,0,0,1,16.67,1,50.0,0,0.0,1,0,78.57,2,25.0,58,0,2,3,4,0,0,0,1,0,0,0,0,0,6,0,11,0,0,0.0,0,0.0,0,0,0,1,2,2,0,0.0,0,0,0.18,0,0,0,Hugo Ekitiké,Paris Saint-Germain,1048422,1644,22/23
0,1,0,1,10.0,2,22.22,0,0.0,0,1,92.31,3,15.79,100,1,4,3,4,0,0,0,3,0,0,0,0,0,6,0,24,2,0,0.0,0,0.0,0,2,1,1,2,0,2,0.0,0,0,0.19,0,0,0,Danylo Sikan,Shakhtar Donetsk,945479,3313,22/23
0,0,0,1,33.33,0,0.0,0,0.0,1,0,71.43,1,20.0,56,0,1,0,3,0,0,0,3,0,0,0,0,0,4,0,10,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,Gabriel Veron,FC Porto,1002819,3002,22/23
0,0,0,0,0.0,1,25.0,0,0.0,0,0,71.43,1,14.29,95,0,0,1,6,0,0,0,2,0,0,0,0,0,5,0,15,2,0,0.0,0,0.0,0,2,1,1,1,1,0,0.0,0,1,0.11,0,0,0,Josip Drmić,GNK Dinamo Zagreb,107025,2032,22/23
0,0,0,11,30.56,3,42.86,3,37.5,7,0,63.95,14,32.56,245,1,9,7,7,0,0,0,0,0,0,0,0,0,31,1,55,4,3,33.33,5,50.0,1,0,4,2,6,0,4,0.0,0,0,0.79,0,0,1,Ante Rebić,Milan,152769,2692,22/23
0,1,0,4,50.0,1,100.0,2,40.0,1,0,64.29,5,55.56,42,1,2,0,4,0,0,0,2,0,0,0,0,0,7,0,9,0,0,0.0,1,100.0,0,0,0,0,1,0,1,0.0,0,0,0.05,0,0,0,Gonçalo Borges,FC Porto,979221,3002,22/23
0,1,0,5,41.67,0,0.0,3,60.0,2,0,81.25,5,41.67,46,0,1,4,2,0,0,0,1,0,0,0,0,0,10,0,13,1,0,0.0,0,0.0,0,0,0,1,2,2,0,0.0,0,0,0.31,0,0,0,Paulinho,Bayer 04 Leverkusen,885179,2681,22/23
0,1,0,8,47.06,0,0.0,4,50.0,1,0,76.92,8,40.0,245,3,1,4,6,0,0,0,3,1,0,0,0,0,16,0,40,2,0,0.0,0,0.0,2,1,0,2,8,1,1,0.0,0,1,0.92,0,0,0,Donyell Malen,Borussia Dortmund,803039,2673,22/23
0,0,0,0,0.0,1,100.0,0,0.0,0,0,60.0,1,33.33,21,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,Roko Šimić,Red Bull Salzburg,1048950,2046,22/23
0,0,0,2,66.67,0,0.0,1,100.0,0,0,0.0,2,66.67,11,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,Suf Podgoreanu,Maccabi Haifa,1010062,5197,22/23
0,0,0,0,0.0,0,0.0,0,0.0,0,0,100.0,0,0.0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,Arnaut Danjuma,Tottenham Hotspur,827064,33,22/23
0,1,0,5,35.71,7,77.78,1,50.0,3,0,80.36,12,52.17,242,1,3,4,3,0,0,0,2,1,0,0,0,0,13,2,45,4,0,0.0,2,100.0,3,3,1,1,3,1,0,0.0,0,0,,0,0,0,Mauro Icardi,Paris Saint-Germain,233114,1644,20/21
